"messageKey","","en","de","es","fr","pt","ru","zh","ka"
"ships.module.name.type7_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.type7_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.type8_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.type8_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.type8_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.type8_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.type8_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.asp_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.asp_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.asp_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.asp_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.asp_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.vulture_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.vulture_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.vulture_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.vulture_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.vulture_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.empire_trader_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.empire_trader_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.empire_trader_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.empire_trader_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.empire_trader_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.federation_dropship_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.federation_dropship_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.federation_dropship_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.federation_dropship_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.federation_dropship_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.orca_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.orca_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.orca_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.orca_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.orca_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.type9_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.type9_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.type9_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.type9_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.type9_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.python_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.python_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.python_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.python_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.python_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.belugaliner_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.belugaliner_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.belugaliner_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.belugaliner_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.belugaliner_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.ferdelance_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.ferdelance_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.ferdelance_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.ferdelance_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.ferdelance_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.anaconda_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.anaconda_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.anaconda_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.anaconda_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.anaconda_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.federation_corvette_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.federation_corvette_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.federation_corvette_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.federation_corvette_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.federation_corvette_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.cutter_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.cutter_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.cutter_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.cutter_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.cutter_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.hpt_pulselaser_fixed_small","Pulse Laser","","","Láser de Pulsos","Laser à impulsion","Laser de Pulso","Импульсный лазер","",""
"ships.module.name.hpt_pulselaser_fixed_medium","Pulse Laser","","","Láser de Pulsos","Laser à impulsion","Laser de Pulso","Импульсный лазер","",""
"ships.module.name.hpt_pulselaser_fixed_large","Pulse Laser","","","Láser de Pulsos","Laser à impulsion","Laser de Pulso","Импульсный лазер","",""
"ships.module.name.hpt_pulselaser_fixed_huge","Pulse Laser","","","Láser de Pulsos","Laser à impulsion","Laser de Pulso","Импульсный лазер","",""
"ships.module.name.hpt_pulselaser_gimbal_small","Pulse Laser","","","Láser de Pulsos","Laser à impulsion","Laser de Pulso","Импульсный лазер","",""
"ships.module.name.hpt_pulselaser_gimbal_medium","Pulse Laser","","","Láser de Pulsos","Laser à impulsion","Laser de Pulso","Импульсный лазер","",""
"ships.module.name.hpt_pulselaser_gimbal_large","Pulse Laser","","","Láser de Pulsos","Laser à impulsion","Laser de Pulso","Импульсный лазер","",""
"ships.module.name.hpt_pulselaser_turret_small","Pulse Laser","","","Láser de Pulsos","Laser à impulsion","Laser de Pulso","Импульсный лазер","",""
"ships.module.name.hpt_pulselaser_turret_medium","Pulse Laser","","","Láser de Pulsos","Laser à impulsion","Laser de Pulso","Импульсный лазер","",""
"ships.module.name.hpt_pulselaser_turret_large","Pulse Laser","","","Láser de Pulsos","Laser à impulsion","Laser de Rajada","Импульсный лазер","",""
"ships.module.name.hpt_pulselaserburst_fixed_small","Burst Laser","","","Láser de Ráfagas","","Laser de Rajada","Пульсирующий лазер","",""
"ships.module.name.hpt_pulselaserburst_fixed_medium","Burst Laser","","","Láser de Ráfagas","","Laser de Rajada","Пульсирующий лазер","",""
"ships.module.name.hpt_pulselaserburst_fixed_large","Burst Laser","","","Láser de Ráfagas","","Laser de Rajada","Пульсирующий лазер","",""
"ships.module.name.hpt_pulselaserburst_fixed_huge","Burst Laser","","","Láser de Ráfagas","","Laser de Rajada","Пульсирующий лазер","",""
"ships.module.name.hpt_pulselaserburst_gimbal_small","Burst Laser","","","Láser de Ráfagas","","Laser de Rajada","Пульсирующий лазер","",""
"ships.module.name.hpt_pulselaserburst_gimbal_medium","Burst Laser","","","Láser de Ráfagas","","Laser de Rajada","Пульсирующий лазер","",""
"ships.module.name.hpt_pulselaserburst_gimbal_large","Burst Laser","","","Láser de Ráfagas","","Laser de Rajada","Пульсирующий лазер","",""
"ships.module.name.hpt_pulselaserburst_turret_small","Burst Laser","","","Láser de Ráfagas","","Laser de Rajada","Пульсирующий лазер","",""
"ships.module.name.hpt_pulselaserburst_turret_medium","Burst Laser","","","Láser de Ráfagas","","Laser de Rajada","Пульсирующий лазер","",""
"ships.module.name.hpt_pulselaserburst_turret_large","Burst Laser","","","Láser de Ráfagas","","Laser de Rajada","Пульсирующий лазер","",""
"ships.module.name.hpt_beamlaser_fixed_small","Beam Laser","","","Láser de Rayo","Faisceau laser","Laser Contínuo","Пучковый лазер","",""
"ships.module.name.hpt_beamlaser_fixed_medium","Beam Laser","","","Láser de Rayo","Faisceau laser","Laser Contínuo","Пучковый лазер","",""
"ships.module.name.hpt_beamlaser_fixed_large","Beam Laser","","","Láser de Rayo","Faisceau laser","Laser Contínuo","Пучковый лазер","",""
"ships.module.name.hpt_beamlaser_fixed_huge","Beam Laser","","","Láser de Rayo","Faisceau laser","Laser Contínuo","Пучковый лазер","",""
"ships.module.name.hpt_beamlaser_gimbal_small","Beam Laser","","","Láser de Rayo","Faisceau laser","Laser Contínuo","Пучковый лазер","",""
"ships.module.name.hpt_beamlaser_gimbal_medium","Beam Laser","","","Láser de Rayo","Faisceau laser","Laser Contínuo","Пучковый лазер","",""
"ships.module.name.hpt_beamlaser_gimbal_large","Beam Laser","","","Láser de Rayo","Faisceau laser","Laser Contínuo","Пучковый лазер","",""
"ships.module.name.hpt_beamlaser_turret_small","Beam Laser","","","Láser de Rayo","Faisceau laser","Laser Contínuo","Пучковый лазер","",""
"ships.module.name.hpt_beamlaser_turret_medium","Beam Laser","","","Láser de Rayo","Faisceau laser","Laser Contínuo","Пучковый лазер","",""
"ships.module.name.hpt_beamlaser_turret_large","Beam Laser","","","Láser de Rayo","Faisceau laser","Laser Contínuo","Пучковый лазер","",""
"ships.module.name.hpt_cannon_fixed_small","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.hpt_cannon_fixed_medium","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.hpt_cannon_fixed_large","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.hpt_cannon_fixed_huge","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.hpt_cannon_gimbal_small","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.hpt_cannon_gimbal_medium","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.hpt_cannon_gimbal_huge","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.hpt_cannon_turret_small","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.hpt_cannon_turret_medium","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.hpt_cannon_turret_large","Cannon","","","Cañón","Canon","Canhão","Орудие","",""
"ships.module.name.hpt_slugshot_fixed_small","Fragment Cannon","","","Cañón de Fragmentación","Canon à fragmentation","Canhão de Fragmentos","Орудие","",""
"ships.module.name.hpt_slugshot_fixed_medium","Fragment Cannon","","","Cañón de Fragmentación","Canon à fragmentation","Canhão de Fragmentos","Орудие","",""
"ships.module.name.hpt_slugshot_fixed_large","Fragment Cannon","","","Cañón de Fragmentación","Canon à fragmentation","Canhão de Fragmentos","Орудие","",""
"ships.module.name.hpt_slugshot_gimbal_small","Fragment Cannon","","","Cañón de Fragmentación","Canon à fragmentation","Canhão de Fragmentos","Орудие","",""
"ships.module.name.hpt_slugshot_gimbal_medium","Fragment Cannon","","","Cañón de Fragmentación","Canon à fragmentation","Canhão de Fragmentos","Орудие","",""
"ships.module.name.hpt_slugshot_turret_small","Fragment Cannon","","","Cañón de Fragmentación","Canon à fragmentation","Canhão de Fragmentos","Орудие","",""
"ships.module.name.hpt_slugshot_turret_medium","Fragment Cannon","","","Cañón de Fragmentación","Canon à fragmentation","Canhão de Fragmentos","Орудие","",""
"ships.module.name.hpt_multicannon_fixed_small","Multi-Cannon","","","Multicañón","Multi-canon","Canhão de Repetição","Орудие","",""
"ships.module.name.hpt_multicannon_fixed_medium","Multi-Cannon","","","Multicañón","Multi-canon","Canhão de Repetição","Орудие","",""
"ships.module.name.hpt_multicannon_fixed_large","Multi-Cannon","","","Multicañón","Multi-canon","Canhão de Repetição","Орудие","",""
"ships.module.name.hpt_multicannon_fixed_huge","Multi-Cannon","","","Multicañón","Multi-canon","Canhão de Repetição","Орудие","",""
"ships.module.name.hpt_multicannon_gimbal_small","Multi-Cannon","","","Multicañón","Multi-canon","Canhão de Repetição","Орудие","",""
"ships.module.name.hpt_multicannon_gimbal_medium","Multi-Cannon","","","Multicañón","Multi-canon","Canhão de Repetição","Орудие","",""
"ships.module.name.hpt_multicannon_gimbal_large","Multi-Cannon","","","Multicañón","Multi-canon","Canhão de Repetição","Орудие","",""
"ships.module.name.hpt_multicannon_turret_small","Multi-Cannon","","","Multicañón","Multi-canon","Canhão de Repetição","Орудие","",""
"ships.module.name.hpt_multicannon_turret_medium","Multi-Cannon","","","Multicañón","Multi-canon","Canhão de Repetição","Орудие","",""
"ships.module.name.hpt_multicannon_turret_large","Multi-Cannon","","","Multicañón","Multi-canon","Canhão de Repetição","Орудие","",""
"ships.module.name.hpt_plasmaaccelerator_fixed_medium","Plasma Accelerator","","","Acelerador de Plasma","Accélérateur à plasma","Acelerador de Plasma","Ускоритель плазмы","",""
"ships.module.name.hpt_plasmaaccelerator_fixed_large","Plasma Accelerator","","","Acelerador de Plasma","Accélérateur à plasma","Acelerador de Plasma","Ускоритель плазмы","",""
"ships.module.name.hpt_plasmaaccelerator_fixed_huge","Plasma Accelerator","","","Acelerador de Plasma","Accélérateur à plasma","Acelerador de Plasma","Ускоритель плазмы","",""
"ships.module.name.hpt_railgun_fixed_small","Rail Gun","","","Cañón de Riel","Canon électrique","Canhão Elétrico","Рельсотрон","",""
"ships.module.name.hpt_railgun_fixed_medium","Rail Gun","","","Cañón de Riel","Canon électrique","Canhão Elétrico","Рельсотрон","",""
"ships.module.name.hpt_basicmissilerack_fixed_small","Seeker Missile Rack","","","Lanzamisiles de Seguimiento","Missiles TC","Estante de Míssil Guiado","Блок ракетБлок ракет с самонаведением","",""
"ships.module.name.hpt_basicmissilerack_fixed_medium","Seeker Missile Rack","","","Lanzamisiles de Seguimiento","Missiles TC","Estante de Míssil Guiado","Блок ракетБлок ракет с самонаведением","",""
"ships.module.name.hpt_basicmissilerack_fixed_large","Seeker Missile Rack","","","Lanzamisiles de Seguimiento","Missiles TC","Estante de Míssil Guiado","Блок ракетБлок ракет с самонаведением","",""
"ships.module.name.hpt_minelauncher_fixed_small","Mine Launcher","","","Lanzaminas","Lance-mines","Lança Minas","Минирующее устройство","",""
"ships.module.name.hpt_minelauncher_fixed_medium","Mine Launcher","","","Acelerador de Plasma","Lance-mines","Lança Minas","Минирующее устройство","",""
"ships.module.name.hpt_advancedtorppylon_fixed_small","Torpedo Pylon","","","Lanzador de Torpedos","Tube lance-torpille","Pilone de Torpedo","Торпедная установка","",""
"ships.module.name.hpt_advancedtorppylon_fixed_medium","Torpedo Pylon","","","Lanzador de Torpedos","Tube lance-torpille","Pilone de Torpedo","Торпедная установка","",""
"ships.module.name.hpt_advancedtorppylon_fixed_large","Torpedo Pylon","","","Lanzador de Torpedos","Tube lance-torpille","Pilone de Torpedo","Торпедная установка","",""
"ships.module.name.hpt_chafflauncher_tiny","Chaff Launcher","","","Lanzador de Señuelos","","Lançador de Chaff","Разбрасыватели дипольных отражателей","",""
