"messageKey","","en","de","es","fr","pt","ru","zh"
"material.commodity.description.aislingpromotionalmaterials","Used by Aisling’s supporters to fortify by delivering to the desired control system., If you are with another Imperial power you can oppose Aisling by delivering this cargo to one of your control systems., Otherwise it is of no value. This Item will be out of date at the end of the powerplay week.","","Used by Aisling’s supporters to fortify by delivering to the desired control system., If you are with another Imperial power you can oppose Aisling by delivering this cargo to one of your control systems., Otherwise it is of no value. This Item will be out of date at the end of the powerplay week.","Used by Aisling’s supporters to fortify by delivering to the desired control system., If you are with another Imperial power you can oppose Aisling by delivering this cargo to one of your control systems., Otherwise it is of no value. This Item will be out of date at the end of the powerplay week.","Used by Aisling’s supporters to fortify by delivering to the desired control system., If you are with another Imperial power you can oppose Aisling by delivering this cargo to one of your control systems., Otherwise it is of no value. This Item will be out of date at the end of the powerplay week.","Used by Aisling’s supporters to fortify by delivering to the desired control system., If you are with another Imperial power you can oppose Aisling by delivering this cargo to one of your control systems., Otherwise it is of no value. This Item will be out of date at the end of the powerplay week.","Сторонники Айслинг доставляют их в нужные контролируемые ими системы для их укрепления. Если вы поддерживаете другую державу Империи, то можете доставить этот груз в одну из контролируемых ей систем, чтобы ослабить позиции Айслинг. Никому другому они не нужны. Этот предмет устареет в конце недели Политики. ","用于给Aisling的支持者通过将其运输至已占据的目标星系来加强控制。如果你支持另一个帝国人物，你可以通过将其送至你控制下的星系来对抗Aisling，否则它毫无用处。该货物会在本权力游戏周的末尾过期。"
"material.commodity.description.alacarakmoskinart","Micro-thin sheets that are absorbed into the skin. A mixture of bioengineering and micro-electronics allow the user to programme art on their skin that reacts to their surroundings and mood. The Body Décor company of Alacarakmo has specialised in this for hundreds of years.","","Micro-thin sheets that are absorbed into the skin. A mixture of bioengineering and micro-electronics allow the user to programme art on their skin that reacts to their surroundings and mood. The Body Décor company of Alacarakmo has specialised in this for hundreds of years.","Laminas microdelgadas que son absorbidas por la piel. Una mezcla de bioingeniería y microelectrónica que permite al usuario programar el dibujo en su piel, el cual reacciona al entorno y a su estado de ánimo. La compañía Body Décor de Alacarakmo se ha especializado en esto durante cientos de años.","Micro-thin sheets that are absorbed into the skin. A mixture of bioengineering and micro-electronics allow the user to programme art on their skin that reacts to their surroundings and mood. The Body Décor company of Alacarakmo has specialised in this for hundreds of years.","Micro-thin sheets that are absorbed into the skin. A mixture of bioengineering and micro-electronics allow the user to programme art on their skin that reacts to their surroundings and mood. The Body Décor company of Alacarakmo has specialised in this for hundreds of years.","Тончайшие листки, поглощаемые кожей. Смесь биотехнологий и микроэлементов, которая позволяет носителю менять изображения на его коже в зависимости от окружения и настроения. Компания Body Décor с Алакаракмо производит подобные продукты уже не одну сотню лет. ","可被吸收入皮肤的，极薄的板材。一种生物工程与微电子的混合使用户能在他们的皮肤上编辑艺术品来对他们的周围和心情做出反应。Alacarakmo的The Body Décor公司数百年来专精于此。"
"material.commodity.description.albinoquechuamammoth","Specially adapted to the cold climate, these enormous animals, originally created from modified genetic material from ancient Earth, are now flourishing on Quechua. The albino form has been encouraged to dominance due to the tenderness of its flesh.","","Specially adapted to the cold climate, these enormous animals, originally created from modified genetic material from ancient Earth, are now flourishing on Quechua. The albino form has been encouraged to dominance due to the tenderness of its flesh.","Estos gigantescos animales, especialmente adaptados a climas fríos y creados a partir de material genético modificado de la vieja Tierra, ahora prosperan en Quechua. Se ha hecho predominar sobre todo a la subespecie albina, debido a la suavidad y ternura de su carne.","Specially adapted to the cold climate, these enormous animals, originally created from modified genetic material from ancient Earth, are now flourishing on Quechua. The albino form has been encouraged to dominance due to the tenderness of its flesh.","Specially adapted to the cold climate, these enormous animals, originally created from modified genetic material from ancient Earth, are now flourishing on Quechua. The albino form has been encouraged to dominance due to the tenderness of its flesh.","Созданные с использованием изменённого генетического материала с Земли, эти огромные животные отлично приспособились к суровому климату на Quechua. Было решено помочь белой породе занять верхушку своей пищевой цепи, так как мясо её представителей оказалось очень мягким. ","这些巨大的动物原本通过古代地球上修改过的基因材料而创造，专门适应寒冷气候，现在于Quechua茁壮生长。由于其肉质柔软，白化的种类受到鼓励占据族群的主体地位。"
"material.commodity.description.alexandrite","Alexandrite is a form of chrysoberyl characterised by the fact that it exhibits different colours when viewed from different angles and under different light conditions.","","Produktion: nur Abbau\nNachfrage: Tourismus und Raffinerie\n\nAlexandrit ist eine Art Chrysoberyll, also ein Material, das bei unterschiedlichen Betrachtungswinkeln und Lichtbedingungen verschiedene Färbungen zeigt.","La alejandrita es un tipo de crisoberilo que se caracteriza por mostrar distintos colores cuando se observa a través de ángulos distintos y en condiciones de luz distintas.","Alexandrite is a form of chrysoberyl characterised by the fact that it exhibits different colours when viewed from different angles and under different light conditions.","Alexandrite is a form of chrysoberyl characterised by the fact that it exhibits different colours when viewed from different angles and under different light conditions.","Александрит — это хризоберил, который меняет цвет в зависимости от освещения и угла обзора. ","Alexandrite是一种金绿宝石，特征是在不同观察角度和不同关照条件下会放出不同的颜色。"
"material.commodity.description.algae","Produced by: Agricultural\nConsumed by: Industrial and Military\n\nAlgae are a range of biological organisms grown in water. Considered edible and often locally produced to sustain life in many poorer outposts. Usually commercially processed to provide more appetising foodstuffs as a constituent of food cartridges for ’chefs’ (cheap 3D food printers).","","Produktion: Landwirtschaft\nNachfrage: Industrie und Militär\n\nAls Algen werden eine ganze Reihe im Wasser lebender Bioorganismen bezeichnet. Die oftmals als essbar eingeschätzten Algen werden auf unwirtlichen Außenposten selbst hergestellt und zur Ernährung verwendet. In aller Regel werden sie mechanisch verarbeitet und den ""Küchenchefs"" (billigen 3D-Nahrungsdruckern) als Teil der Nahrungskartuschen zugeführt.","Producido por: Agrícola\nConsumido por: Industrial y Militar\n\nLas algas son un grupo de organismos biológicos que crecen en el agua. Consideradas comestibles y a menudo producidas localmente para sustentar la vida en muchos de los destacamentos más pobres. Usualmente son procesadas comercialmente para proporcionar alimentos más apetitosos, como cartuchos económicos para impresoras 3D de alimentos utilizadas por ’chefs’.","Produced by: Agricultural\nConsumed by: Industrial and Military\n\nAlgae are a range of biological organisms grown in water. Considered edible and often locally produced to sustain life in many poorer outposts. Usually commercially processed to provide more appetising foodstuffs as a constituent of food cartridges for ’chefs’ (cheap 3D food printers).","Produced by: Agricultural\nConsumed by: Industrial and Military\n\nAlgae are a range of biological organisms grown in water. Considered edible and often locally produced to sustain life in many poorer outposts. Usually commercially processed to provide more appetising foodstuffs as a constituent of food cartridges for ’chefs’ (cheap 3D food printers).","Производится: Сельско-хозяйственная\nПотребляется: Промышленная и Военная\n\nПонятие «водоросли» объединяет в себе множество растущих в воде биологических организмов. Часто съедобны и производятся местным населением для поддержания жизни на бедных станциях. Часто перерабатываются в более аппетитную пищевую массу, которую позже используют при создании пищевых брикетов для «поваров» (дешёвых пищевых 3D-принтеров).","产出于：农业\n消耗于：工业与军事\n\n水藻是一类生长于水中的有机生物。它被认为是可食用的，并常在较为贫困的前哨站被生产来维持当地的生命。经常被商业化处理来作为“厨师” (廉价的3D食物打印机) 制作食物盒的一种原料以提供更令人有食欲的食物。"
"material.commodity.description.alieneggs","Advertised as genuine fossilised xeno ovum, scientists were quickly able to show that the eggs traded are actually the product of a team of highly talented prop designers. For some collectors, owning one of these eggs is their top priority, with all other priorities rescinded.","","Advertised as genuine fossilised xeno ovum, scientists were quickly able to show that the eggs traded are actually the product of a team of highly talented prop designers. For some collectors, owning one of these eggs is their top priority, with all other priorities rescinded.","Aunque son anunciados como auténticos óvulos de xeno fosilizados, los científicos demostraron rápidamente que realmente eran obra de un equipo de diseñadores de gran talento. Para algunos coleccionistas poseer uno de estos huevos es una de sus máximas prioridades.","Advertised as genuine fossilised xeno ovum, scientists were quickly able to show that the eggs traded are actually the product of a team of highly talented prop designers. For some collectors, owning one of these eggs is their top priority, with all other priorities rescinded.","Advertised as genuine fossilised xeno ovum, scientists were quickly able to show that the eggs traded are actually the product of a team of highly talented prop designers. For some collectors, owning one of these eggs is their top priority, with all other priorities rescinded.","Учёные быстро смогли доказать, что то, что раньше считалось окаменевшими инопланетными яйцами, на самом деле плод работы команды талантливых реквизиторов. Некоторые коллекционеры ставят себе главной целью обзаведение одним из таких яиц.","这些蛋被广告称为一种真正的，化石化的外星卵，然而科学家们很快证明它们实际上是一群天赋异禀的道具设计师的产品。对于一些收藏家而言，得到一个这种蛋是他们的头等大事，其他一切都得向后稍稍。"
"material.commodity.description.alliancelegaslativecontracts","Used by Mahon’s supporters to gain control by delivering to the desired system., Otherwise it is of no value. This Item will be out of date at the end of the powerplay week.","","Used by Mahon’s supporters to gain control by delivering to the desired system., Otherwise it is of no value. This Item will be out of date at the end of the powerplay week.","Used by Mahon’s supporters to gain control by delivering to the desired system., Otherwise it is of no value. This Item will be out of date at the end of the powerplay week.","Used by Mahon’s supporters to gain control by delivering to the desired system., Otherwise it is of no value. This Item will be out of date at the end of the powerplay week.","Used by Mahon’s supporters to gain control by delivering to the desired system., Otherwise it is of no value. This Item will be out of date at the end of the powerplay week.","Сторонники Мэйхона доставляют их в нужные системы для захвата власти. Никому другому они не нужны. Этот предмет устареет в конце недели Политики.","用于给Mahon的支持者通过将其运输至目标星系来获取控制权，此外没有任何价值。该货物会在本权力游戏周的末尾过期。"
"material.commodity.description.alliancelegaslativerecords","Used by Mahon’s supporters to fortify control systems by delivering to his Headquarters., Otherwise it is of no value. This Item will become out of date at the end of the powerplay week.","","Used by Mahon’s supporters to fortify control systems by delivering to his Headquarters., Otherwise it is of no value. This Item will become out of date at the end of the powerplay week.","Used by Mahon’s supporters to fortify control systems by delivering to his Headquarters., Otherwise it is of no value. This Item will become out of date at the end of the powerplay week.","Used by Mahon’s supporters to fortify control systems by delivering to his Headquarters., Otherwise it is of no value. This Item will become out of date at the end of the powerplay week.","Used by Mahon’s supporters to fortify control systems by delivering to his Headquarters., Otherwise it is of no value. This Item will become out of date at the end of the powerplay week.","Сторонники Мэйхона доставляют их в его штаб-квартиру для укрепления контролируемых систем. Никому другому они не нужны. Этот предмет устареет в конце недели Политики.","用于给Mahon的支持者通过将其运输至大本营来加强控制，此外它毫无用处。该货物会在本权力游戏周的末尾过期。"
"material.commodity.description.alliancetradeagreements","Used by Mahon’s supporters to prepare systems by delivering to the desired system, of little use to anyone but his followers. Otherwise it is of no value. This Item will be out of date at the end of the powerplay week","","Used by Mahon’s supporters to prepare systems by delivering to the desired system, of little use to anyone but his followers. Otherwise it is of no value. This Item will be out of date at the end of the powerplay week","Used by Mahon’s supporters to prepare systems by delivering to the desired system, of little use to anyone but his followers. Otherwise it is of no value. This Item will be out of date at the end of the powerplay week","Used by Mahon’s supporters to prepare systems by delivering to the desired system, of little use to anyone but his followers. Otherwise it is of no value. This Item will be out of date at the end of the powerplay week","Used by Mahon’s supporters to prepare systems by delivering to the desired system, of little use to anyone but his followers. Otherwise it is of no value. This Item will be out of date at the end of the powerplay week","Сторонники Мэйхона доставляют их в нужные системы для их подготовки. Никому другому они не нужны. Этот предмет устареет в конце недели Политики.","用于给Mahon的支持者通过将其运输至目标星系来准备星系，这对于他的追随者以外的人几乎没有任何价值。该货物会在本权力游戏周的末尾过期。"
"material.commodity.description.altairianskin","A small colony of brightly coloured micro-organisms form a mesmerising, ever changing decorative fashion statement. Capable of self sustaining, the colony will feed on dirt and skin flakes, keeping the wearer clean and healthy. When mature, the micro-organisms lose their bright colours and excrete a heady natural perfume.","","A small colony of brightly coloured micro-organisms form a mesmerising, ever changing decorative fashion statement. Capable of self sustaining, the colony will feed on dirt and skin flakes, keeping the wearer clean and healthy. When mature, the micro-organisms lose their bright colours and excrete a heady natural perfume.","Una pequeña colonia de microorganismos de colores vivos que forma una fascinante, y siempre cambiante, exposición de moda decorativa. Capaz de autosostenerse, la colonia se alimenta de suciedad y escamas de la piel, manteniendo al portador limpio y saludable. Cuando maduran, los microorganismos pierden su brillantes colores y excretan un fuerte y agradable aroma natural.","A small colony of brightly coloured micro-organisms form a mesmerising, ever changing decorative fashion statement. Capable of self sustaining, the colony will feed on dirt and skin flakes, keeping the wearer clean and healthy. When mature, the micro-organisms lose their bright colours and excrete a heady natural perfume.","A small colony of brightly coloured micro-organisms form a mesmerising, ever changing decorative fashion statement. Capable of self sustaining, the colony will feed on dirt and skin flakes, keeping the wearer clean and healthy. When mature, the micro-organisms lose their bright colours and excrete a heady natural perfume.","Небольшая колония ярко окрашенных микроорганизмов образует шикарное модное украшение, завораживающее своим видом и постоянно меняющее цвет. Колония поддерживает сама себя, она питается грязью и чешуйками кожи, сохраняя её носителю чистоту и здоровье. Достигнув зрелости, микроорганизмы теряют свою яркую окраску и выделяют крепкий натуральный парфюм.","一小群色彩鲜明的微生物组成了一种迷人的，不断变化的装饰性时尚宣言。该群落能自给自足，通过脏污和皮屑便足以生存，并能够保持穿戴者干净而健康。当成熟时。这些微生物会失去明亮的颜色而释放出一种强烈的自然香气。"
"material.commodity.description.aluminium","Produced by: Refinery\nConsumed by: Industrial and Military\n\nAluminium, Al, atomic number 13. Melting point 933K. A silvery-white ductile metal that is regularly used by many industries in alloys for its lightness and strength.","","Produced by: Refinery\nConsumed by: Industrial and Military\n\nAluminium, Al, atomic number 13. Melting point 933K. A silvery-white ductile metal that is regularly used by many industries in alloys for its lightness and strength.","Producido por: Refinería\nConsumido por: Industrial y Militar\n\nAluminio, Al, número atómico 13, punto de fusión 933K. Es un metal dúctil de color plata-blanquecino que regularmente es usado por muchas industrias en aleaciones por su fuerza y ligereza.","Produced by: Refinery\nConsumed by: Industrial and Military\n\nAluminium, Al, atomic number 13. Melting point 933K. A silvery-white ductile metal that is regularly used by many industries in alloys for its lightness and strength.","Produced by: Refinery\nConsumed by: Industrial and Military\n\nAluminium, Al, atomic number 13. Melting point 933K. A silvery-white ductile metal that is regularly used by many industries in alloys for its lightness and strength.","Производится: Перерабатывающая\nПотребляется: Промышленная и Военная\n\nАлюминий, Al, атомный номер 13. Температура плавления 933 К. Серебристо-белый пластичный металл, широко применяемый в промышленности в сплавах из-за своей легкости и прочности. ","产出于：精炼\n消耗于：工业与军事\n\n铝，Al，原子序数13，熔点933开尔文。一种银白色的，具有延展性的金属，由于其轻质量和高强度常以合金形态用于各种产业。"
"material.commodity.description.alyabodilysoap","Guaranteed to give a cleaner you. The deep cleansing action works both inside and out, with this fully digestible soap! Rumoured to be made from human fat.","","Guaranteed to give a cleaner you. The deep cleansing action works both inside and out, with this fully digestible soap! Rumoured to be made from human fat.","Limpieza garantizada. La profunda acción de limpieza de este jabón comestible actúa tanto por dentro como por fuera. Se rumorea que está fabricado a partir de grasa humana.","Guaranteed to give a cleaner you. The deep cleansing action works both inside and out, with this fully digestible soap! Rumoured to be made from human fat.","Guaranteed to give a cleaner you. The deep cleansing action works both inside and out, with this fully digestible soap! Rumoured to be made from human fat.","Гарантированно делает вас чище. Это полностью перевариваемое мыло чистит вас не только снаружи, но и внутри! Ходят слухи, что оно изготовлено из человеческого жира.","保证能让你变干净。这块可消化的肥皂会在你的身体内外都进行深度清洁！谣言称用人类脂肪制造。"
"material.commodity.description.ancientcasket","An ancient stone casket. Its purpose is not clear and it is sealed shut.","","An ancient stone casket. Its purpose is not clear and it is sealed shut.","Un cofre de piedra creado hace varios millones de años por los Guardianes, una civilización no humana extinta.","An ancient stone casket. Its purpose is not clear and it is sealed shut.","An ancient stone casket. Its purpose is not clear and it is sealed shut.","Древний каменный контейнер непонятного назначения, плотно закрытый.","一个远古石盒。它的用途尚不明确，并且密封紧闭。"
