"messageKey","","en","de","es","fr","pt","ru","zh"
"spawn.location.horizons.basic_scan_combat_pirate","Scan combat ships(Pirate ships in resource extraction sites)","Scan combat ships(Pirate ships in resource extraction sites)","Scan Kampfschiffe (Piratenschiffe in Ressourcenextraktionsstellen)","Escanear naves de combate (naves piratas en sitios de extracción de recursos)","Navire de combat (navires de pirate dans les sites d’extraction des ressources)","Digitalizar navios de combate (navios piratas em sites de extração de recursos)","Сканируйте боевые корабли (пиратские корабли в местах добычи ресурсов)","扫描战斗船（Resource extraction sites中的海盗船）"
"spawn.location.horizons.basic_scan_haulage","Scan Haulage ships","Scan Haulage ships","Scan Transportschiffe","Escanear naves de transporte","Navires de transport de balayage","Navios de transporte de varredura","Сканируйте корабли","扫描货船"
"spawn.location.horizons.basic_scan_authority_military","Scan authority ships(Military ships in conflict zones)","Scan authority ships(Military ships in conflict zones)","Scan Authority Ships (Militärschiffe in Konfliktzonen)","Escanear naves de autoridad (naves militares en zonas de conflicto)","Navires de l’autorité de numérisation (navires militaires dans les zones de conflit)","Navios da Autoridade de Scan (navios militares em zonas de conflito)","Сканируйте корабли (военные корабли в зонах конфликта)","扫描当局船只（Conflict zones中的军事舰船）"
"spawn.location.horizons.wake_scan_high","Wake scan High wakes(Distribution centers in Famine systems have high traffic)","Wake scan High wakes(Distribution centers in Famine systems have high traffic)","Wake Scan High Wakes (Verteilungszentren in Hungersystemen haben einen hohen Verkehr)","Estelas de Alta Intensidad (los centros de distribución en los sistemas de hambruna tienen un alto tráfico)","Wake Scan High Wakes (les centres de distribution dans les systèmes de famine ont un trafic élevé)","Wake Scan Wakes High Wakes (centros de distribuição em sistemas de fome têm alto tráfego)","Сканируйте Высокоэнергетические следы FSD(Распределительные центры в системах в состоянии голода имеют высокий трафик)","扫描高能尾流 (High wakes) (饥荒星系中有大量舰船往来的分配中心)"
"spawn.location.horizons.mega_ship_hacking","Hack mega ship terminals","Hack mega ship terminals","Hack Mega Schiff Terminals","Hackear terminales de meganave","Hack Mega Ship Terminals","Hack Mega Ship Terminais","Взломайте передатчики данных на мегашипах","骇入巨型飞船终端"
"spawn.location.horizons.settlement_datapoint","Scan settlement data points","Scan settlement data points","Scan Abwicklungsdatenpunkte","Escanear puntos de datos de Asentamientos","Scanner les points de données de règlement","Pontos de dados de liquidação de varredura","Сканируйте датчики данных(антенны)в наземных поселениях","扫描定居点中的数据点"
"spawn.location.horizons.encoded_emissions_data_beacon","Databeacons found in encoded emissions","Databeacons found in encoded emissions","Datenbeschwerden in codierten Emissionen gefunden","Balizas de datos encontradas en emisiones codificadas","Databecons trouvés dans les émissions codées","Bancos de bancos encontrados em emissões codificadas","Сканируйте Конфиденциальные маяки данных в Зашифрованных сигналах","Encoded emissions中的数据信标 (Data beacons)"
"spawn.location.horizons.degraded_emissions_data_beacon","Databeacons found in degraded emissions","Databeacons found in degraded emissions","Datenbeschwerden in degradierten Emissionen gefunden","Balizas de datos encontradas en emisiones degradadas","Databecons trouvés dans les émissions dégradées","Bancos de bancos encontrados em emissões degradadas","Сканируйте Конфиденциальные маяки данных в Слабых сигналах","Degraded emissions中的数据信标 (Data beacons)"
"spawn.location.horizons.thargoid_interceptor_xenoscan","Xeno scan Thargoid interceptors","Xeno scan Thargoid interceptors","Xeno Scan Thargoid Interceptors","Escaneo AX de Interceptores Thargoide","Intercepteurs thargoïdes à scan xeno","Xeno Scan Thargoid Interceptores","Ксено-сканируйте таргоидские перехватчики","异种扫描Thargoid interceptors"
"spawn.location.horizons.thargoid_scout_xenoscan","Xeno scan Thargoid scouts","Xeno scan Thargoid scouts","Xeno Scan Thargoid Scouts","Escaneo AX de Exploradores Thargoide","Xéno scan thargoid scouts","Xeno Scan Thargoid Scouts","Ксено-сканируйте таргоидские скауты","异种扫描Thargoid scouts"
"spawn.location.horizons.thargoid_uplink_device_scan","Scan Thargoid uplink device","Scan Thargoid uplink device","Scannen Sie das Thargoid Uplink Gerät","Escanear el dispositivo de enlace Thargoide","Scanner le périphérique de liaison montante thargoïde","Scan Thargoid Uplink Dispositivo","Сканируйте таргоидские устройства связи в наземных таргоидских структурах","扫描Thargoid上传链接装置 (Thargoid uplink device)"
"spawn.location.horizons.thargoid_scavenger_scan","Scan Thargoid scavengers","Scan Thargoid scavengers","Scannen Sie Thargoid Aasfresser","Escanear carroñeros de Thargoide","Scanner les charognards thargoïdes","Scan Thargoid Scavengers","Сканируйте таргоидских падальщиков","扫描Thargoid scavengers"
"spawn.location.horizons.thargoid_wake_scan","Wake scan Thargoid ships","Wake scan Thargoid ships","Wake Scan Thargoid Schiffe","Escanear Estelas Thargoide","Navires de thargoïde de scénario de réveil","Wake Scan Thargoid Ships","Сканируйте следы прыжка таргоидского корабля","扫描Thargoid舰船尾流"
"spawn.location.horizons.guardian_data_terminal","Scan Guardian data terminal","Scan Guardian data terminal","Scan Guardian Data Terminal scannen","Escanear la terminal de datos de Guardian","Terminal de données de scan Guardian","Declare o terminal de dados do Guardian","Сканируйте терминал данных Стражей","扫描守护者数据终端 (Guardian data terminal)"
"spawn.location.horizons.guardian_obelisk","Scan Guardian Obelisk","Scan Guardian Obelisk","Scan Guardian Obelisk scannen","Escanear obelisco Guardián","","Digitalize obelisco do guardião","Сканируйте обелики Стражей","扫描守护者方尖碑"
"spawn.location.horizons.guardian_panels","Shoot destructible panels at Guardian sites","Shoot destructible panels at Guardian sites","Schießen Sie zerstörbare Panels an Wächterstandorten","Disparar paneles destructibles en sitios guardianes","Tirer des panneaux destructibles sur les sites Guardian","Atirar painéis destrutíveis nos locais dos guardiões","Стреляйте в хрупкие панели на наземных объектах Стражей","射击守护者站点中可破坏的面板 (destructible panels)"
"spawn.location.horizons.guardian_sentinels","Destroy Guardian sentinels","Destroy Guardian sentinels","Zerstöre Wächterwächter","Destruye Centinelas Guardián","Détruire les sentinelles du gardien","Destrua os sentinelas do Guardian","Уничтожьте Часовых Стражей","摧毁Guardian sentinels"
"spawn.location.horizons.thargoid_scavenger","Destroy Thargoid scavengers","Destroy Thargoid scavengers","Zerstöre Thargoid Aasfresser","Destruye los carroñeros Thargoide","Détruire les charognards thargoïdes","Destrua os catadores de Thargoid","Уничтожьте таргоидских падальщиков","摧毁Thargoid scavengers"
"spawn.location.horizons.thargoid_sensor","Destroy Thargoid sensors","Destroy Thargoid sensors","Zerstöre Thargoid Sensoren","Destruir sensores thargoides","Détruire les capteurs thargoïdes","Destrua sensores de Thargoid","Уничтожьте таргоидские сенсоры","摧毁Thargoid sensors"
"spawn.location.horizons.thargoid_ship","Destroy Thargoid ships","Destroy Thargoid ships","Zerstöre Thargoid Schiffe","Destruir naves Thargoides","Détruire les navires thargoïdes","Destrua os navios Thargoid","Уничтожьте таргоидские корабли","摧毁Thargoid舰船"
"spawn.location.horizons.encoded_emissions_anarchy","Encoded emissions(USS) in systems with security of Anarchy","Encoded emissions(USS) in systems with security of Anarchy","Codierte Emissionen (USS) in Systemen mit Sicherheit der Anarchie","Emisiones codificadas (USS) en sistemas con seguridad anarquía","Émissions codées (USS) dans les systèmes avec la sécurité de l’anarchie","Emissões codificadas (USS) em sistemas com segurança da anarquia","Зашифрованные сигналы в анархических системах","安全等级为无政府 (Anarchy)的星系中的Encoded emissions (USS)"
"spawn.location.horizons.encoded_emissions_high_med","Encoded emissions(USS) in systems with security of High/Medium","Encoded emissions(USS) in systems with security of High/Medium","Codierte Emissionen (USS) in Systemen mit Sicherheit von hohem/medium","Emisiones codificadas (USS) en sistemas con seguridad alta/media","Émissions codées (USS) dans les systèmes avec la sécurité de High / Medium","Emissões codificadas (USS) em sistemas com segurança de alta/média","Зашифрованные сигналы в системах с высокой/средней безопасностью","安全等级为中/高 (Medium/High)的星系中的Encoded emissions (USS)"
"spawn.location.horizons.encoded_emissions_low","Encoded emissions(USS) with security of Low","Encoded emissions(USS) with security of Low","Codierte Emissionen (USS) mit niedriger Sicherheit","Emisiones codificadas (USS) con seguridad de baja","Émissions codées (USS) avec sécurité de faible","Emissões codificadas (USS) com segurança de baixa","Зашифрованные сигналы в системах с низкой безопасностью","安全等级为低 (Low)的星系中的Encoded emissions (USS)"
"spawn.location.horizons.degraded_emissions","Degraded emissions(USS)","Degraded emissions(USS)","Degradierte Emissionen (USS)","Emisiones degradadas (USS)","Émissions dégradées (USS)","Emissões degradadas (USS)","Слабые сигналы","Degraded emissions (USS)"
"spawn.location.horizons.combat_aftermath","Combat aftermath(USS) in systems with security of High/Anarchy","Combat aftermath(USS) in systems with security of High/Anarchy","Kämpfe Aftermath (USS) in Systemen mit Sicherheit von hoher/anarchie","Combate después (USS) en sistemas con seguridad de alta/anarquía","Combat Aftermath (USS) dans les systèmes avec la sécurité de High / Anarchy","Aftermath de combate (USS) em sistemas com segurança de alta/anarquia","Последствия боя (сигнал) в анархичных системах с высокой безопасностью","安全等级为无政府/高 (Anarchy/High)的星系中的Combat aftermath (USS)"
"spawn.location.horizons.res_haulage","Destroyed haulage ships in resource extraction sites","Destroyed haulage ships in resource extraction sites","Zerstörte Transportschiffe in Ressourcenextraktionsstellen","Naves de transporte destruidas en sitios de extracción de recursos","Navires de transport détruits dans des sites d’extraction des ressources","Navios de transporte destruídos em locais de extração de recursos","Уничтоженные грузовые корабли в местах добычи ресурсов","在Resourse extraction sites中摧毁货船"
"spawn.location.horizons.res_combat","Destroyed combat or pirate ships in resource extraction sites","Destroyed combat or pirate ships in resource extraction sites","Zerstörte Kampf oder Piratenschiffe in Ressourcenextraktionsstellen","Destruir naves piratas en sitios de extracción de recursos","Détruillé au combat ou aux navires de pirate dans des sites d’extraction des ressources","Destruído combate ou navios piratas em sites de extração de recursos","Уничтоженные боевые или пиратские корабли в местах добычи ресурсов","在Resourse extraction sites中摧毁战斗船只或海盗船只"
"spawn.location.horizons.cz_authority","Destroyed authority or military ships in conflict zones","Destroyed authority or military ships in conflict zones","Zerstörte Autorität oder Militärschiffe in Konfliktzonen","Destruir naves de la autoridad o militares en zonas de conflicto","Autorité détruite ou navires militaires dans des zones de conflit","Autoridade destruída ou navios militares em zonas de conflito","Уничтоженные военные корабли или корабли обороны системы в зонах конфликта","在Conflict zones中摧毁当局或军事舰船"
"spawn.location.horizons.crashed_ship_anaconda_005","Crashed ananconda [DSS] (Body {0})","","","","","","",""
"spawn.location.horizons.brain_trees_selenium","Brain trees [DSS] (Body {0})","","","","","",""
"spawn.location.horizons.brain_trees_polonium","Brain trees [DSS] (Body {0})","","","","","",""
"spawn.location.horizons.brain_trees_ruthenium","Brain trees [DSS] (Body {0})","","","","","",""
"spawn.location.horizons.brain_trees_tellurium","Brain trees [DSS] (Body {0})","","","","","",""
"spawn.location.horizons.brain_trees_technetium","Brain trees [DSS] (Body {0})","","","","","",""
"spawn.location.horizons.brain_trees_yttrium","Brain trees [DSS] (Body {0})","","","","","",""
"spawn.location.horizons.brain_trees_antimony","Brain trees [DSS] (Body {0})","","","","","",""
