"messageKey","","en","de","es","fr","pt","ru","zh"
"blueprint.name.increased_air_reserves","Increased Air Reserves","Increased Air Reserves","","","","","",""
"blueprint.name.increased_sprint_duration","Increased Sprint Duration","Increased Sprint Duration","","","","","",""
"blueprint.name.karma_1_2","Karma (AR-50, C-44, L-6, P-15) 1>2","Karma (AR-50, C-44, L-6, P-15) 1>2","","","","","",""
"blueprint.name.karma_2_3","Karma (AR-50, C-44, L-6, P-15) 2>3","Karma (AR-50, C-44, L-6, P-15) 2>3","","","","","",""
"blueprint.name.karma_3_4","Karma (AR-50, C-44, L-6, P-15) 3>4","Karma (AR-50, C-44, L-6, P-15) 3>4","","","","","",""
"blueprint.name.karma_4_5","Karma (AR-50, C-44, L-6, P-15) 4>5","Karma (AR-50, C-44, L-6, P-15) 4>5","","","","","",""
"blueprint.name.magazine_size","Magazine Size","Magazine Size","","","","","",""
"blueprint.name.manticore_1_2","Manticore (Executioner, Intimidator, Oppressor, Tormentor) 1>2","Manticore (Executioner, Intimidator, Oppressor, Tormentor) 1>2","","","","","",""
"blueprint.name.manticore_2_3","Manticore (Executioner, Intimidator, Oppressor, Tormentor) 2>3","Manticore (Executioner, Intimidator, Oppressor, Tormentor) 2>3","","","","","",""
"blueprint.name.manticore_3_4","Manticore (Executioner, Intimidator, Oppressor, Tormentor) 3>4","Manticore (Executioner, Intimidator, Oppressor, Tormentor) 3>4","","","","","",""
"blueprint.name.manticore_4_5","Manticore (Executioner, Intimidator, Oppressor, Tormentor) 4>5","Manticore (Executioner, Intimidator, Oppressor, Tormentor) 4>5","","","","","",""
"blueprint.name.maverick_suit_grade_1_2","Maverick Suit Grade 1>2","Maverick Suit Grade 1>2","","","","","",""
"blueprint.name.maverick_suit_grade_2_3","Maverick Suit Grade 2>3","Maverick Suit Grade 2>3","","","","","",""
"blueprint.name.maverick_suit_grade_3_4","Maverick Suit Grade 3>4","Maverick Suit Grade 3>4","","","","","",""
"blueprint.name.maverick_suit_grade_4_5","Maverick Suit Grade 4>5","Maverick Suit Grade 4>5","","","","","",""
"blueprint.name.night_vision","Night Vision","Night Vision","","","","","",""
"blueprint.name.noise_suppressor","Noise Suppressor","Noise Suppressor","","","","","",""
"blueprint.name.quieter_footsteps","Quieter Footsteps","Quieter Footsteps","","","","","",""
"blueprint.name.reduced_tool_battery_consumption","Reduced Tool Battery Consumption","Reduced Tool Battery Consumption","","","","","",""
"blueprint.name.reload_speed","Reload Speed","Reload Speed","","","","","",""
"blueprint.name.scope","Scope","Scope","","","","","",""
"blueprint.name.stability","Stability","Stability","","","","","",""
"blueprint.name.stowed_reloading","Stowed Reloading","Stowed Reloading","","","","","",""
"blueprint.name.tk_1_2","TK (Aphelion, Eclipse, Zenith) 1>2","TK (Aphelion, Eclipse, Zenith) 1>2","","","","","",""
"blueprint.name.tk_2_3","TK (Aphelion, Eclipse, Zenith) 2>3","TK (Aphelion, Eclipse, Zenith) 2>3","","","","","",""
"blueprint.name.tk_3_4","TK (Aphelion, Eclipse, Zenith) 3>4","TK (Aphelion, Eclipse, Zenith) 3>4","","","","","",""
"blueprint.name.tk_4_5","TK (Aphelion, Eclipse, Zenith) 4>5","TK (Aphelion, Eclipse, Zenith) 4>5","","","","","",""
"blueprint.name.added_melee_damage","Added Melee Damage","Added Melee Damage","","","","","",""
"blueprint.name.none","None","","","","","","",""
