"messageKey","","en","de","es","fr","pt","ru","zh","ka"
"tab.settings.url.scheme.registered","Registered","Registered","Eingetragen","Registrado","Inscrit","Registrado","Зарегистрировано","已注册",""
"tab.settings.url.scheme.unregistered","Unregistered","Unregistered","Nicht registriert","No registrado","Non enregistré","Não registrado","Незарегистрировано","未注册",""
"tab.settings.wip.explain","Show Work In Progress features","Show Work In Progress features","In Bearbeitung befindliche Funktionen anzeigen","Mostrar funciones en desarrollo","Afficher les fonctionnalités de travail en cours","Mostrar recursos de Trabalho em Andamento","Показать новые функции, находящиеся в процессе разработки","展示尚在制作的特性",""
"tab.settings.wip","WIP visible","WIP visible","WIP sichtbar","WIP visible","WIP visible","WIP visível","WIP виден","制作中特性可见性",""
"tab.settings.title.overview","Overview","Overview","Überblick","Vista general","Aperçu","Visão geral","Обзор","总览",""
"tab.settings.title.general","General","General","Allgemein","General","Général","Em geral","Общие","通用",""
"tab.settings.title.notification","Notification","Notification","Benachrichtigung","Notificación","Notification","Notificação","Уведомления","通知",""
"tab.settings.title.tracking","Tracking","Tracking","Verfolgung","Seguimiento","Suivi","Rastreamento","Отслеживание","跟踪",""
"tab.settings.wishlist.grade.rolls","Number of of rolls per grade","Number of of rolls per grade","Anzahl der Brötchen pro Klasse","Número de tiros por grado","Nombre de rouleaux par grade","Número de rolos por série","Количество попыток на одну гайку","每级所需制作次数",""
"tab.settings.title.capi","Frontier API Integration","Frontier API Integration","","Integración API de Frontier","Intégration de l’API Frontier","Integração da API da Frontier","Интеграция с API Frontier","Frontier API 集成",""
"tab.settings.capi.link.account","Link Frontier account","Link Frontier account","Link Frontier Konto","Enlazar cuenta de Frontier","Compte Frontier Link","Vincular Conta Frontier","Соединить с аккаунтом Frontier","链接 Frontier 账号",""
"tab.settings.capi.connected","Account connected, data refreshes on set intervals. Please be aware material totals can be wrong until data is refreshed.","Account connected, data refreshes on set intervals. Please be aware material totals can be wrong until data is refreshed.","","","","","Аккаунт подключен, данные обновляются каждые несколько указанных минут. Пожалуйста, имейте в виду, что количество материалов может быть неверным, пока данные не будут обновлены.","账号已链接，数据将每隔固定时间刷新。请注意，材料总数在刷新前可能是错误的。",""
"tab.settings.capi.needs.registration","Please register the application to handle edomh:// links under the General settings","Please register the application to handle edomh:// links under the General settings","Bitte registrieren Sie die Bewerbung, um edomh:// Links unter den allgemeinen Einstellungen zu verarbeiten","Registre la aplicación para manejar enlaces edomh:// bajo Ajustes generales","Veuillez enregistrer la demande pour gérer les liens edomh:// sous les paramètres généraux","Registre o aplicativo para lidar com o edomh:// Links nas configurações gerais","Пожалуйста, зарегистрируйте приложение для обработки edomh:// ссылок в общих настройках","请注册该应用来在通用设置下处理 edomh:// 链接",""
"tab.settings.title.ar","Augmented Reality","Augmented Reality","erweiterte Realität","Realidad aumentada","Réalité augmentée","Realidade aumentada","Дополненная реальность (оверлей)","增强现实",""
"tab.settings.ar.explain","This is a Windows 64-bit feature. It only works for borderless and windowed game modes. You may need to install the","This is a Windows 64-bit feature. It only works for borderless and windowed game modes. You may need to install the","Dies ist eine Windows 64-Bit-Funktion. Es funktioniert nur für grenzlose und Fensterspielmodi. Möglicherweise müssen Sie die installieren","Esta es una función de Windows de 64 bits. Solo funciona para modos de juego sin bordes y ventanas. Es posible que deba instalar","Il s’agit d’une fonction Windows 64 bits. Cela ne fonctionne que pour les modes de jeu sans bordure et fenêtrés. Vous devrez peut-être installer le","Este é um recurso Windows de 64 bits. Ele funciona apenas para modos de jogo sem fronteiras e com janelas. Pode ser necessário instalar o","Это 64-битная функция Windows. Это работает только для безграничных и оконных игровых режимов. Вам может потребоваться установить","这是一个64位Windows功能，只对无边框 (borderless) 和窗口化 (windowed) 游戏模式生效。你可能需要安装",""
"tab.settings.ar.link","Microsoft Visual C++ Redistributable","Microsoft Visual C++ Redistributable","Microsoft Visual C++ Neuverteilbar","Microsoft Visual C++ Redistributable","Microsoft Visual C++ redistribuable","Microsoft Visual C++ Redistribuível","Microsoft Visual C++ Redistributable","Microsoft Visual C++ Redistributable",""
"tab.settings.ar.toggle","Toggle Augmented Reality Overlay","Toggle Augmented Reality Overlay","Augmented Reality Overlay umschalten","Superposición de realidad aumentada","Basculer la superposition de réalité augmentée","Alternar sobreposição de realidade aumentada","Включение оверлея","切换增强现实叠加显示",""
"tab.settings.ar.locale","OCR Language","OCR Language","OCR-Sprache","Lenguaje OCR","Langue OCR","Idioma OCR","Язык распознавания для оверлея","OCR 语言",""
"tab.settings.tesseract.folder.select","Select installation folder","Select installation folder","Wählen Sie den Installationsordner","Seleccione la carpeta de instalación","Sélectionnez le dossier d’installation","Selecione a pasta de instalação","Выберите директорию для установки","选择安装目录",""
"tab.settings.tesseract.data.folder","Tesseract installation location","Tesseract installation location","Tesseract -Installationsort","Ubicación de instalación de Tesseract","Emplacement d’installation de Tesseract","Local de instalação do TESSERACT","Место установки Tesseract","Tesseract安装位置",""
"tab.settings.ar.color.irrelevant","Irrelevant color","Irrelevant color","Irrelevante Farbe","Color de irrelevante","Couleur non pertinente","Cor irrelevante","Цвет для ненужных","无关颜色",""
"tab.settings.ar.color.wishlist","Wishlist color","Wishlist color","Wunschliste Farbe","Color de la lista de deseos","Couleur de la liste de souhaits","Lista de desejos da lista","Цвет для вишлиста","愿望单颜色",""
"tab.settings.ar.color.blueprint","Blueprint color","Blueprint color","Blaupause Farbe","Color de plano","Couleur du plan","Cor de planta","Цвет для используемых","蓝图颜色",""
"tab.settings.title.odyssey.materials","On foot - Materials","On foot - Materials","","","","","Пеший режим - Материалы","地面装备 - 材料",""
"tab.settings.poll","Polling Mode","Polling Mode","Wahlmodus","Modo de Sondedo","Mode d’interrogation","Modo de pesquisa","Режим опроса","抽取模式",""
"tab.settings.poll.explain","Enables periodic file polling. Enable this if the app does not automatically update. (fe. when reading journals over a network share)","Enables periodic file polling. Enable this if the app does not automatically update. (fe. when reading journals over a network share)","Ermöglicht regelmäßige Umfragen von Dateien. Aktivieren Sie dies, wenn die App nicht automatisch aktualisiert wird. (Fe. Beim Lesen von Zeitschriften über eine Netzwerkfreigabe)","Habilita el sondeo periódico de archivos. Habilite esto si la aplicación no se actualiza automáticamente. (Ej. Al leer diarios a través de una red compartida)","Permet un sondage de fichiers périodique. Activez ceci si l’application ne met pas automatiquement à jour. (Fe. Lors de la lecture de revues sur un partage de réseau)","Ativa a pesquisa periódica de arquivos. Habilite isso se o aplicativo não atualizar automaticamente. (Fe. Ao ler os periódicos sobre um compartilhamento de rede)","Включает периодический опрос файлов. Включите это, если приложение не обновляется автоматически. (При чтении журналов по сетевой акции)","启用定期文件抽取。如果该应用不能自动更新，请启用该选项。 (例如当通过网络共享读取日志时)",""
"settings.button.export.inventory","Export Inventory","Export Inventory","Inventar exportieren","Exportar Inventario","Inventaire d’exportation","Inventário de exportação","Экспортировать инвентарь","导出库存",""
"settings.button.export.inventory.save","Save","Save","Speichern","Guardar","sauvegarder","Salvar","Сохранить","保存",""
"blueprint.header.remaining","Remaining","Remaining","Verblieben","Restante","Restant","Em Falta","Оставшийся","剩余",""
"tab.settings.materials.max.range","Material trader max. distance(Ls) from star","Material trader max. distance(Ls) from star","Material Trader Max. Entfernung (LS) vom Stern","Distancia Máx. (ls) a la estrella del comerciante de materiales","Trader de matériau Max. Distance (LS) de l’étoile","Trader de materiais máx. distância (ls) da estrela","Материальный трейдер Макс. Расстояние (Св.с.) от звезды","材料商人距离恒星的最大距离 (Ls)",""
"tab.settings.title.horizons.materials","Ships - Materials","Ships - Materials","","","","","Корабельный режим - Материалы","舰船 - 材料",""
"tab.settings.url.scheme.checking","Checking...","Checking...","Überprüfung...","Comprobando...","Vérification...","Verificando...","Проверка...","正在检查...",""
"tab.settings.ar.bartender.toggle","Bartender overlay","Bartender overlay","Barkeeper Overlay","Superposición de camarero","Superposition du barman","Sobreposição de barman","Оверлей для Бармена","酒保叠加显示",""
"tab.settings.ar.color.bartender","Bartender color","Bartender color","Barkeeper Farbe","Color de camarero","Couleur barman","Cor do barman","Цвет оверлея Бармена","酒保颜色",""
"tab.settings.ar.bartender.toggle","Bartender overlay","Bartender overlay","","Superposición del camarero","Overlay du barman","","Оверлей для Бармена","酒保叠加显示",""
"tab.settings.ar.color.bartender","Bartender color","Bartender color","","Color del camarero","Couleur barman","","Цвет оверлея Бармена","酒保颜色",""
"ar.overlay.wishlist","Wishlist","Wishlist","Wunschzettel","Lista de deseos","Liste de souhaits","Lista de Desejos","Список желаемого","愿望单",""
"ar.overlay.irrelevant","Irrelevant","Irrelevant","","Irrelevante","Hors du sujet","Irrelevante","Ненужный","无用",""
"ar.overlay.blueprint","Engineer/Blueprint","Engineer/Blueprint","Ingenieur/Blaupause","Ingeniero/Plano","Ingénieur/plan","Engenheiro/Blueprint","Инженер/чертеж","工程师/蓝图",""
"tab.settings.eddn.toggle","Share galaxy data with EDDN","Share galaxy data with EDDN","Teilen Sie Galaxy-Daten mit EDDN","Compartir datos de la galaxia con EDDN","Partagez les données de la galaxie avec EDDN","Compartilhe dados de galáxias com EDDN","Поделиться данными Galaxy с EDDN","与EDDN共享信息数据",""
"tab.settings.eddn.explain","EDDN requests you to only use one app at a time to share data to reduce server load","EDDN requests you to only use one app at a time to share data to reduce server load","EDDN fordert Sie auf, nur eine App gleichzeitig zu verwenden, um Daten zu teilen, um die Serverlast zu reduzieren","EDDN le solicita que use solo una aplicación a la vez para compartir datos para reducir la carga del servidor","EDDN vous demande d’utiliser une seule application à la fois pour partager des données pour réduire la charge du serveur","Eddn solicita que você use apenas um aplicativo por vez para compartilhar dados para reduzir a carga do servidor","EDDN запрашивает вас использовать только одно приложение за раз для обмена данными, чтобы уменьшить загрузку сервера","EDDN希望你同一时间仅使用一个应用来减少服务器压力",""
"tab.settings.broker.max.range","Technology Broker max. distance(Ls) from star","Technology Broker max. distance(Ls) from star","","Distancia máx. (ls) a la estrella del bróker de tecnología","","Distância máxima do mediador de technologia (sL) da Estrela","Техноброкер макс. расстояние(св.с.) от звезды","科技代理人距离恒星的最大距离 (Ls)",""
"tab.settings.title.wishlist.horizons","Ships - Wishlist","Ships - Wishlist","","","","","Корабельный режим - Список желаний","舰船 - 愿望单",""
"tab.settings.title.wishlist.odyssey","On foot - Wishlist","On foot - Wishlist","","","","","Пеший режим - Список желаний","地面装备 - 愿望单",""
"tab.settings.flip.remaining.available.horizons","Show remaining","Show remaining","","Mostrar restantes","Afficher le restant","Mostrar em Falta","Показать оставшееся","显示剩余数量",""
"tab.settings.flip.remaining.available.horizons.explain","Enabling this will show remaining values instead of available values for the required materials","Enabling this will show remaining values instead of available values for the required materials","","Habilitar este mostrara los valores restantes en vez de los necesarios para los materiales requeridos","","Habilitar isso mostrará a quantidade faltante em vez da quantidade disponível para os materiais necessários","При включении этой опции будет показываться оставшееся количество требуемых материалов, вместо количества имеющихся материалов","启用该选项将显示需要材料的剩余所需数量而非可用数量",""
"tab.settings.flip.remaining.available.odyssey","Show remaining","Show remaining","","Mostrar restantes","Afficher le restant","Mostrar em Falta","Показать оставшееся","显示剩余数量",""
"tab.settings.flip.remaining.available.odyssey.explain","Enabling this will show remaining values instead of available values for the required materials","Enabling this will show remaining values instead of available values for the required materials","","Habilitar este mostrara los valores restantes en vez de los necesarios para los materiales requeridos","","Habilitar isso mostrará a quantidade faltante em vez da quantidade disponível para os materiais necessários","При включении этой опции будет показываться оставшееся количество требуемых материалов, вместо количества имеющихся материалов","启用该选项将显示需要材料的剩余所需数量而非可用数量",""
"tab.settings.blueprint.expanded","Tooltip blueprint expanded","","","Consejo detallado del plano","","Dica de Ferramenta de Projeto Expandido","Раскрытые списки рецептов в карточке материала","工具提示蓝图展开",""
"tab.settings.blueprint.expanded.explain","Whether or not blueprints panels are expanded or collapsed in material tooltips","","","Si los consejos para los materiales estarán expandidos o retraidos en el panel de planos","","Painéis de projetos são expandidos ou recolhidos nas dicas de ferramentas do material","Список рецептов в карточке материала будет по умолчанию свернут или раскрыт","材料工具提示中的蓝图面板是否展开",""
"tab.settings.capi.connect","Connect CMDR {0}","Connect CMDR {0}","Verbinden CMDR {0}","Conectar CMDT {0}","Relier CMDR {0}","Conectar CMDR {0}","Соединить CMDR {0}","连接 CMDR {0}",""
"tab.settings.capi.disconnect","Disconnect CMDR {0}","Disconnect CMDR {0}","Trennen CMDR {0}","Desconectar CMDT {0}","Débrancher CMDR {0}","Desconectar CMDR {0}","Отсоединить CMDR {0}","断开连接 CMDR {0}",""
"tab.settings.title.ships.horizons","Ships - Legacy modules","","","Naves","","Naves - Módulos Legacy","Корабли - модули Legacy","舰船 - Legacy 模块",""
"tab.settings.ships.new.module","New module from","","","Nuevo módulo desde","","Novo Módulo","Новый модуль из","新建模块于",""
"tab.settings.ships.new.module.create","Create","","","Crear","Créer","Criar","Создать","创建",""
"tab.settings.ships.legacy.modules","Legacy modules","","","Módulos Legacy","","Módulos Legacy","Модули Legacy","Legacy 模块",""
"tab.settings.ships.legacy.modules.remove","Remove","","","Eliminar","Supprimer","Remover","Удалить","移除",""
"tab.settings.ships.legacy.modules.edit","Edit","","","Editar","Éditer","Editar","Изменить","编辑",""
"tab.settings.ships.legacy.modules.save","Save","","","Guardar","Enregistrer","Salvar","Сохранить","保存",""
"settings.button.import.clipboard","Import from clipboard","Import from clipboard","Importieren aus der Zwischenablage","Importar desde el portapapeles","Importer depuis le presse-papiers","Importar da área de transferência","Импортировать из буфера обмена","从剪贴板导入",""
"settings.button.import.clipboard.explain","Import an edomh:// url from the clipboard. You can also use CTRL+V to paste the url.","Import an edomh:// url from the clipboard. You can also use CTRL+V to paste the url.","Importieren Sie eine edomh:// URL aus der Zwischenablage. Sie können auch STRG+V verwenden, um die URL einzufügen.","Importe una URL edomh:// del portapapeles. También puede usar CTRL+V para pegar la URL.","Importez une URL edomh:// depuis le presse-papiers. Vous pouvez également utiliser CTRL+V pour coller l’URL.","Importe link edomh:// da área de transferência. Você também pode usar CTRL+V para colar a URL.","Импортируйте URL edomh:// из буфера обмена. Вы также можете использовать CTRL+V для вставки URL.","从剪贴板导入一个 edomh:// URL。你也可以使用 CTRL+V 粘贴URL。",""
"settings.button.import.clipboard.import","Import","Import","Importieren","Importar","Importer","Importar","Импортировать","导入",""
"settings.button.import.clipboard.slef","","","","","","","","",""
"settings.button.import.clipboard.slef.explain","Import SLEF from the clipboard.","Import SLEF from the clipboard.","Importieren Sie SLEF aus der Zwischenablage.","Importar SLEF desde el portapapeles.","Importer SLEF depuis le presse-papiers.","Importar SLEF da área de transferência.","Импортировать SLEF из буфера обмена.","从剪贴板导入 SLEF。",""
"settings.button.import.clipboard.import.slef","Import SLEF","Import SLEF","","Importar SLEF","Importer SLEF","Importar SLEF","Импортировать SLEF","导入 SLEF",""
"tab.settings.notification.test","Test","Test","","Prueba","Test","Teste","Тест","测试",""
"tab.settings.notification.screen","Screen","Screen","","Pantalla","Écran","Tela","Экран","屏幕",""
"settings.button.support.package","Support package","","","Paquete de soporte","","Pacote de Suporte","Пакет поддержки","支持包",""
"settings.button.support.package.create","Create","","","Crear","Créer","Criar","Создать","创建",""
"settings.button.support.package.explain","Creates a support package for the developer to assist in reproducing issues","","","Crea un paquete de soporte para ayudar al desarrollador a reproducir errores.","","Crie um pacote de suporte para auxiliar o desenvolvedor na reprodução de problemas","Создает пакет поддержки для разработчика, чтобы помочь в воспроизведении проблем","为开发者创建一个支持包以帮助复现问题",""
"tab.settings.ar.bartender.toggle.explain","NOTE: Disabling the blur graphics setting ingame to remove transparent backgound at the bartender helps with the detection","","","NOTA: Deshabilitar el desenfoque en las opciones gráficas del juego para remover el fondo transparente tras el camarero ayuda a la detección","","","ПРИМЕЧАНИЕ: Отключение настройки размытия графики в игре для удаления прозрачного фона у бармена помогает с обнаружением","注意：禁用游戏中的“模糊” (blur) 图像设置来移除酒保处的透明背景，这有助于检测",""
"tab.settings.ar.color.powerplay","Powerplay color","","","Color Powerplay","Couleur des luttes d’influence galactiques","","Цвет для Powerplay","权利游戏颜色",""
"ar.overlay.powerplay","Powerplay","","","Powerplay","Luttes d’influence galactiques","","Powerplay","权力游戏",""
"tab.settings.capi.explain","Retrieves API data like fleetcarrier stock and orders on a set interval. Make sure you login with the same commander you selected in the bottom right corner. You will need to reauthenticate on a monthly basis.","","","","","","Получает данные API, такие, как склад Флотоносца и заказы, каждые несколько указанных минут. Убедитесь, что вы вошли с помощью того же командира, которого вы выбрали в нижнем правом углу. Вам нужно будет проходить ежемесячную регистрацию.","每隔固定时间获取一次API数据，例如航母存货和订单。请确保你在使用与你在右下角选择的一致的指挥官进行登录。你将需要每月重新认证。",""
"tab.settings.module","{0} {1}{2}{3}","","","{0} {1}{2}{3}","{0} {1}{2}{3}","","{0} {1}{2}{3}","{0} {1}{2}{3}",""
"tab.settings.stylesheet","Style","","","","Style","","Стиль","样式",""
"tab.settings.minimize","Minimize to tray on close","","","","Réduire dans la barre d'état à la fermeture","","Сворачивать в область уведомлений при закрытии","关闭时最小化到托盘",""
"tab.settings.collector.mode","Collector mode","","","","","","Режим сборщика","收集者模式",""
"tab.settings.collector.mode.explain","This will show available space as incomplete for horizons materials","","","","","","Будет показано доступное пространство как незавершенное для материалов Horizons","这会将地平线材料的可用存储空间标记为材料缺失。",""
"tab.settings.hidelegacy","Hide legacy commanders","","","","","","Скрыть коммандеров Legacy","隐藏旧版 (Legacy) 指挥官",""
"tab.settings.capi.status.endpoints","Endpoints","","","","","","Конечные точки","端点",""
"tab.settings.capi.status.fleetcarrier","Fleetcarrier (1h)","","","","","","Флотоносец (1 ч)","航母 (1h)",""
"tab.settings.capi.status.squadron","Squadron (5m)","","","","","","Носитель эскадрильи (5 мин)","中队 (5m)",""
"tab.settings.capi.explain2","Endpoints that return an error or empty responses are automatically disabled. This can happen when you don’t own a fleetcarrier or aren’t a member of a squadron.","","","","","","Конечные точки, которые возвращают ошибку или пустые ответы, автоматически отключены. Это может произойти, если у вас нет флотоносца или вы не в составе эскадрильи.","返回错误或空响应的端点会被自动禁用。这会在你没有航母或不是中队成员的时候发生。",""
"tab.settings.title.ships.horizons.favourites","Ships - Favourite modules","","","","","","Корабли - Избранные модули","舰船 - 收藏模块",""
"tab.settings.ships.favourite.armour","Favourite armour","","","","","","Избранная броня","收藏Armor",""
"tab.settings.ships.favourite.powerplant","Favourite power plant","","","","","","Избранная силовая установка","收藏Power Plant",""
"tab.settings.ships.favourite.powerplant.guardian","Guardian","","","","","","Стражи","守护者",""
"tab.settings.ships.favourite.thruster","Favourite thruster","","","","","","Избранный двигатель","收藏Thruster",""
"tab.settings.ships.favourite.thruster.enhanced","Prefer enhanced for size 2/3","","","","","","Предпочитать Улучшенные для 2/3 размеров","2/3号大小优先选用Enhanced版本",""
"tab.settings.ships.favourite.fsd","Favourite FSD","","","","","","Избранный FSD","收藏FSD",""
"tab.settings.ships.favourite.fsd.preengineered","Pre-engineered","","","","","","Заводская комплектация","预改造",""
"tab.settings.ships.favourite.fsd.sco","SCO Enabled","","","","","","ПГР оптимизирован","可使用SCO",""
"tab.settings.ships.favourite.lifesupport","Favourite lifesupport","","","","","","Избранное жизнеобеспечение","收藏Life Support",""
"tab.settings.ships.favourite.powerdistributor","Favourite power distributor","","","","","","Избранный распределитель питания","收藏Power Distributor",""
"tab.settings.ships.favourite.powerdistributor.guardian","Guardian","","","","","","Стражи","守护者",""
"tab.settings.ships.favourite.sensors","Favourite sensors","","","","","","Избранные сенсоры","收藏Sensor",""
"tab.settings.title.horizons.colonisation","Ships - Colonisation","","","","","","Корабельный режим - Колонизация","舰船 - 殖民",""
"tab.settings.colonisation.fc.enabled","Fleetcarrier stock","","","","","","Запасы Флотоносца","航母库存",""
"tab.settings.colonisation.fc.explain","Include fleetcarrier stock for colonisation","","","","","","Включить запасы Флотоносца для колонизации","将航母库存包含在殖民统计中",""
"tab.settings.colonisation.sc.enabled","Squadroncarrier stock","","","","","","Запасы Носителя Эскадрильи","中队航母库存",""
"tab.settings.colonisation.sc.explain","Include squadroncarrier stock for colonisation","","","","","","Включить запасы Носителя Эскадрильи для колонизации","将中队航母库存包含在殖民统计中",""
"tab.settings.capi.sc.odysseymaterials","Include squadroncarrier on foot materials","","","","","","Включать материалы Пешего режима на Носителях Эскадрильи","将中队航母库存包含在地面装备材料统计中",""
"tab.settings.capi.sc.odysseymaterials.explain","When this is enabled, the on foot materials overview and wishlist tabs will include on foot materials on the squadroncarrier","","","","","","Когда это включено, списки наличия и желаний будут включать в себя материалы Пешего режима на Носителях Эскадрильи","此项启用时，地面装备材料总览以及愿望单将会包含存储在中队航母上的地面装备材料",""
"tab.settings.capi.sc.horizonsmaterials","Include squadroncarrier commodities","","","","","","Включать товары на Носителях Эскадрильи","将中队航母库存包含在货物统计中",""
"tab.settings.capi.sc.horizonsmaterials.explain","When this is enabled, the ships commodities overview, wishlist and colonisation tabs will include commodities on the squadroncarrier","","","","","","Когда это включено, списки наличия, желаний и колонизации будут включать в себя товары на Носителях Эскадрильи","此项启用时，舰船货物总览，愿望单以及殖民统计将会包含存储在中队航母上的货物",""
"tab.settings.ar.color.dataport.available","Available color","","","","","","Цвет доступного","",""
"tab.settings.ar.color.dataport.available.highlight","Available highlight color","","","","","","Цвет подсветки доступного","",""
"tab.settings.ar.color.dataport.downloaded","Downloaded color","","","","","","Цвет загруженного","",""
"tab.settings.ar.color.dataport.downloaded.highlight","Downloaded highlight color","","","","","","Цвет подсветки загруженного","",""
"tab.settings.ar.color.dataport.colors","Dataport entry detection colors","","","","","","Цвета определения данных в портах данных","",""
"tab.settings.ar.color.dataport.explain","Below are the possible colors for the entries in the dataports. These colors are used to detect\nentries in the download list. You can use the pipette to sample the colors from the game.","","","","","","Ниже приведены возможные цвета для записей в портах данных. Эти цвета исполь\nзуются для определения записей в списке загрузок. Вы можете использовать пипетку \nдля отбора образцов цветов из игры.","",""
"tab.settings.ar.fuzzy.score","Minimum fuzzy score","","","","","","Минимальный неточный результат","",""
"tab.settings.ar.fuzzy.score.explain","Percentage that a material name has to match. A lower value will increase false positives.","","","","","","Процент, с которым имя материала должно минимально совпадать. Меньшее значение увеличит ложные положительные результаты.","",""
"tab.settings.ar.match.method","Text matching method","","","","","","Метод сопоставления текста","",""
"tab.settings.ar.match.method.explain","Exact matching requires flawless recognition. Try fuzzy if you have issues detecting materials.","","","","","","Точное совпадение требует безупречного распознавания. Попробуйте нечеткое распознование, если у вас есть проблемы с опознованием материалов.","",""
