"messageKey","","en","de","es","fr","pt","ru","zh"
"material.tooltip.spawnlocations","Where to find:","Where to find:","Wo zu finden:","Donde encontrar:","Où trouver:","Onde achar:","Где найти:","生成地点："
"material.tooltip.spawnrates","Spawn chance(Avg. 3-4 chances per dataport):","Spawn chance(Avg. 3-4 chances per dataport):","Spawn Chance (Durchschnittlich 3-4 Chancen pro Datenport):","Posibilidad de aparición (Media 3-4 posibilidades por punto de datos):","Spawn Chance (avg. 3-4 chances par données):","Chance de Spawn (Avg. 3-4 chances por Dataport):","Spawn Chance (Avg. 3-4 шансов на DataPort):","生成概率 (平均每个数据端口尝试生成3-4次)："
"material.tooltip.is.live","LIVE-only material","LIVE-only material","Nur LIVE-Material","Material solo en LIVE","Matériel en LIVE uniquement","Material somente ao LIVE","Материал для LIVE-версии","Live限定材料"
"material.tooltip.is.live.commodity","LIVE-only commodity","LIVE-only commodity","Nur LIVE-Ware","Productos básicos solo en LIVE","Marchandise en LIVE","Mercadoria apenas ao LIVE","Товар для LIVE-версии","Live限定货物"
"material.tooltip.downtrade","Downtrade:","Downtrade:","Eintauschen:","Intercambio óptimo:","Descente:","Baixa:","Нисходящий:","向下交易："
"material.tooltip.downtrade.entry","{0} from {1}","{0} from {1}","{0} von {1}","{0} de {1}","{0} de {1}","{0} de {1}","{0} из {1}","通过 {1} 得到 {0} 个"
"material.tooltip.downtrade.none","No downtrades possible","No downtrades possible","","No hay intercambio óptimo posible","Rétrogradation des matériaux impossible","Sem transações possíveis","Нет нисходящей торговли","无法进行向下交易"
"material.tooltip.tradesuggestions","Receive {0} from trading {1} {2} ({3} owned, {4} reserved, {5} used)","Receive {0} from trading {1} {2} ({3} owned, {4} reserved, {5} used)","","Recibe {0} Intercambiando {1} {2} ({3} en posesión, {4} reservados, {5} usados)","Recevez {0} en échangeant {1} et {2} ({3} possédé, {4} réservé, {5} utilisé)","Receba {0} Trocando {1} {2} ({3} estocado, {4} reservado, {5} usado)","Получить {0} через обмен {1} {2} ({3} в наличии, {4} зарезервировано, {5} использовано)","通过交易 {1} {2} 获得 {0} 个 (拥有 {3}, 预留 {4}, 使用 {5})"
"material.tooltip.tradesuggestions.none","No complete trades can be made","No complete trades can be made","","No se pueden hacer intercambios completos","Aucun échange équitable ne peut être effectué","Nenhuma transação completa pode ser feita","Полные сделки не могут быть совершены","无法进行完整交易"
"material.tooltip.trade","Trade suggestions:","Trade suggestions:","","Intercambios sugeridos","Suggestions d’échange :","Sugestões de transação:","Торговые предложения:","交易建议："
"material.tooltip.refining","Refining","","","Refinando","Raffinage","","Переработка","精炼"
"material.tooltip.refinable","{0} can be refined into {1} at a conversion rate of {2} to {3}","","","{0} puede ser refinado a {1} a una tasa de conversión de {2} a {3}","{0} peut être raffiné en {1} à un taux de conversion de {2} pour {3}","","{0} может быть очищен в {1} по курсу {2} к {3}","可将 {0} 以 {2} 到 {3} 的比例精炼为 {1}"
"material.tooltip.market","Market","","","Mercado","Marché","","Рынок","市场"
"material.tooltip.market.sells","The current market sells this commodity for {0}CR/T and has a stock of {1}T","","","El mercado actual vende esta mercancía por {0}Cr/t y tiene una oferta de {1}t","Le marché actuel vend cette marchandise pour {0}CR/T et possède un stock de {1}T","","Здешний рынок продает этот товар по цене {0}КР/T и предлагает {1}T на продажу","当前市场以 {0} Cr/吨 的价格出售这种货物，库存 {1} 吨"
"material.tooltip.market.buys","The current market buys this commodity for {0}CR/T and has a demand of {1}T","","","El mercado actual compra esta mercancía por {0}Cr/t y tiene una demanda de {1}t","Le marché actuel achète cette marchandise pour {0}CR/T et a une demande de {1}T","","Здешний рынок покупает этот товар по цене {0}КР/T и запрашивает {1}T","当前市场以 {0} Cr/吨 的价格购买这种货物，需求 {1} 吨"
"material.tooltip.mining","Mining","","","Minería","Minage","","Разработка астероидов","采矿"
"material.tooltip.mining.locations","This material can be mined in the following locations:","","","Este material puede ser extraido en las siguientes localizaciones:","Ce matériau peut être miné aux endroits suivants :","","Этот материал можно добывать в следующих местах:","该材料可在以下地点开采："
"location.tooltip.permit.required","Permit required","","","","","","",""
"horizons.materials.nearest.markets.supply","{0} @ {1} Cr","","","","","","",""
"time.age.seconds","{0} seconds","","","","","","",""
"time.age.minutes","{0} minutes","","","","","","",""
"time.age.hours","{0} hours","","","","","","",""
"time.age.days","{0} days","","","","","","",""
"time.age.months","{0} months","","","","","","",""
"time.age.years","{0} years","","","","","","",""
"time.age.second","{0} second","","","","","","",""
"time.age.minute","{0} minute","","","","","","",""
"time.age.hour","{0} hour","","","","","","",""
"time.age.day","{0} day","","","","","","",""
"time.age.month","{0} month","","","","","","",""
"time.age.year","{0} year","","","","","","",""
"horizons.materials.nearest.markets.supply.header","Supply","","","","","","",""
"horizons.materials.nearest.markets.age.header","Age","","","","","","",""
"horizons.materials.nearest.markets.location.header","Location","","","","","","",""
"horizons.materials.commodity.stats","Statistics","","","","","","",""
"horizons.materials.commodity.stats.buy","Buy price (min/avg/max): {0} / {1} / {2}","","","","","","",""
"horizons.materials.commodity.stats.sell","Sell price (min/avg/max): {0} / {1} / {2}","","","","","","",""
