"messageKey","","en","de","es","fr","pt","ru","zh"
"blueprint.horizons.name.engineer_d2b","    D2B. Bill Turner","","","","","","",""
"blueprint.horizons.name.engineer_d1","  D1. Petra Olmanova ©","","","","","","",""
"blueprint.horizons.name.engineer_d2","  D2. Selene Jean","","","","","","",""
"blueprint.horizons.name.engineer_e","E. Liz Ryder","","","","","","",""
"blueprint.horizons.name.engineer_e2a","    E2A. Broo Tarquin","","","","","","",""
"blueprint.horizons.name.engineer_e2b","    E2B. Tiana Fortune","","","","","","",""
"blueprint.horizons.name.engineer_e1","  E1. Etienne Dorn ©","","","","","","",""
"blueprint.horizons.name.engineer_e2","  E2. Hera Tani","","","","","","",""
"blueprint.horizons.name.enhanced_ax_missile_rack","Enhanced Ax Missile Rack","Enhanced Ax Missile Rack","","","","","",""
"blueprint.horizons.name.enhanced_ax_multi_cannon","Enhanced Ax Multi Cannon","Enhanced Ax Multi Cannon","","","","","",""
"blueprint.horizons.name.enhanced_thrusters","Enhanced Thrusters","Enhanced Thrusters","","","","","",""
"blueprint.horizons.name.enhanced_xeno_scanner","Enhanced Xeno Scanner","Enhanced Xeno Scanner","","","","","",""
"blueprint.horizons.name.enzyme_missile_launcher_munitions","Enzyme Missile Launcher Munitions","Enzyme Missile Launcher Munitions","","","","","",""
"blueprint.horizons.name.enzyme_missile_rack","Enzyme Missile Rack","Enzyme Missile Rack","","","","","",""
"blueprint.horizons.name.enzyme_missile_rack_pre","Enzyme Missile Rack","","","","","","",""
"blueprint.horizons.name.expanded_probe_scanning_radius_x2","Expanded Probe Scanning Radius X 2","Expanded Probe Scanning Radius X 2","","","","","",""
"blueprint.horizons.name.experimental_weapon_stabiliser","Experimental Weapon Stabiliser","Experimental Weapon Stabiliser","","","","","",""
"blueprint.horizons.name.explosive_munitions","Explosive Munitions","Explosive Munitions","","","","","",""
"blueprint.horizons.name.festive_launcher","Festive Launcher","Festive Launcher","","","","","",""
"blueprint.horizons.name.festive_launcher.green","Festive Launcher Green","Festive Launcher Green","","","","","",""
"blueprint.horizons.name.festive_launcher.red","Festive Launcher Red","Festive Launcher Red","","","","","",""
"blueprint.horizons.name.festive_launcher.yellow","Festive Launcher Yellow","Festive Launcher Yellow","","","","","",""
"blueprint.horizons.name.fighter_hangar","Fighter Hangar","Fighter Hangar","","","","","",""
"blueprint.horizons.name.first_class_passenger_cabin","First Class Passenger Cabin","","","","","","",""
"blueprint.horizons.name.first_class_passenger_cabin.short","(FIR)","","","","","","",""
"blueprint.horizons.name.flechette_launcher_munitions","Flechette Launcher Munitions","Flechette Launcher Munitions","","","","","",""
"blueprint.horizons.name.fragment_cannon","Fragment Cannon","Fragment Cannon","","","","","",""
"blueprint.horizons.name.frame_shift_drive","Frame Shift Drive","Frame Shift Drive","","","","","",""
"blueprint.horizons.name.frame_shift_drive_interdictor","Frame Shift Drive Interdictor","Frame Shift Drive Interdictor","","","","","",""
"blueprint.horizons.name.frame_shift_drive_pre","Frame Shift Drive","","","","","","",""
"blueprint.horizons.name.frame_shift_drive_overcharge","Frame Shift Drive (SCO)","","","","","","",""
"blueprint.horizons.name.frame_shift_drive_overcharge_pre","Frame Shift Drive (SCO)","","","","","","",""
"blueprint.horizons.name.frame_shift_wake_scanner","Frame Shift Wake Scanner","Frame Shift Wake Scanner","","","","","",""
"blueprint.horizons.name.fsd_injection","FSD Injection","FSD Injection","","","","","",""
"blueprint.horizons.name.fuel_scoop","Fuel Scoop","Fuel Scoop","","","","","",""
"blueprint.horizons.name.fuel_tank","Fuel Tank","Fuel Tank","","","","","",""
"blueprint.horizons.name.fuel_transfer_limpet_controller","Fuel Transfer Limpet Controller","Fuel Transfer Limpet Controller","","","","","",""
"blueprint.horizons.name.guardian_fighters","Guardian Fighters","Guardian Fighters","","","","","",""
"blueprint.horizons.name.guardian_gauss_cannon","Guardian Gauss Cannon","Guardian Gauss Cannon","","","","","",""
"blueprint.horizons.name.guardian_gauss_cannon_munitions","Guardian Gauss Cannon Munitions","Guardian Gauss Cannon Munitions","","","","","",""
"blueprint.horizons.name.guardian_gauss_cannon_pre","Guardian Gauss Cannon","Guardian Gauss Cannon","","","","","",""
"blueprint.horizons.name.guardian_hull_reinforcement_package","Guardian Hull Reinforcement Package","","","","","","",""
"blueprint.horizons.name.guardian_module_reinforcement_package","Guardian Module Reinforcement Package","Guardian Module Reinforcement Package","","","","","",""
"blueprint.horizons.name.guardian_modules","Guardian Modules","Guardian Modules","","","","","",""
"blueprint.horizons.name.guardian_plasma_charger","Guardian Plasma Charger","Guardian Plasma Charger","","","","","",""
"blueprint.horizons.name.guardian_nanite_torpedo_pylon","Guardian Nanite Torpedo Pylon","Guardian Nanite Torpedo Pylon","","","","","",""
"blueprint.horizons.name.guardian_plasma_charger_munitions","Guardian Plasma Charger Munitions","Guardian Plasma Charger Munitions","","","","","",""
"blueprint.horizons.name.guardian_plasma_charger_pre","Guardian Plasma Charger","Guardian Plasma Charger","","","","","",""
"blueprint.horizons.name.guardian_power_distributor","Guardian Power Distributor","Guardian Power Distributor","","","","","",""
"blueprint.horizons.name.guardian_power_plant","Guardian Power Plant","Guardian Power Plant","","","","","",""
"blueprint.horizons.name.guardian_shard_cannon","Guardian Shard Cannon","Guardian Shard Cannon","","","","","",""
"blueprint.horizons.name.guardian_shard_cannon_munitions","Guardian Shard Cannon Munitions","Guardian Shard Cannon Munitions","","","","","",""
"blueprint.horizons.name.guardian_shard_cannon_pre","Guardian Shard Cannon","Guardian Shard Cannon","","","","","",""
"blueprint.horizons.name.guardian_shield_reinforcement_package","Guardian Shield Reinforcement Package","Guardian Shield Reinforcement Package","","","","","",""
"blueprint.horizons.name.guardian_weapons","Guardian Weapons","Guardian Weapons","","","","","",""
"blueprint.horizons.name.hatch_breaker_limpet_controller","Hatch Breaker Limpet Controller","Hatch Breaker Limpet Controller","","","","","",""
"blueprint.horizons.name.heat_sink_launcher","Heat Sink Launcher","Heat Sink Launcher","","","","","",""
"blueprint.horizons.name.heat_sink_launcher.short","Heat","","","","","","",""
"blueprint.horizons.name.heat_sink_launcher_pre","Heat Sink Launcher","Heat Sink Launcher","","","","","",""
"blueprint.horizons.name.heat_sink_launcher_pre.short","Heat","","","","","","",""
"blueprint.horizons.name.heatsinks","Heatsinks","Heatsinks","","","","","",""
"blueprint.horizons.name.high_velocity_munitions","High Velocity Munitions","High Velocity Munitions","","","","","",""
"blueprint.horizons.name.hull_reinforcement_package","Hull Reinforcement Package","Hull Reinforcement Package","","","","","",""
"blueprint.horizons.name.human_livery","Human Livery","Human Livery","","","","","",""
"blueprint.horizons.name.human_modules","Human Modules","Human Modules","","","","","",""
"blueprint.horizons.name.human_weapons","Human Weapons","Human Weapons","","","","","",""
"blueprint.horizons.name.imperial_hammer_rail_gun","Imperial Hammer Rail Gun","Imperial Hammer Rail Gun","","","","","",""
"blueprint.horizons.name.kill_warrant_scanner","Kill Warrant Scanner","Kill Warrant Scanner","","","","","",""
"blueprint.horizons.name.kill_warrant_scanner_pre","Kill Warrant Scanner","Kill Warrant Scanner","","","","","",""
"blueprint.horizons.name.lance_beam_mining_laser","Lance Beam Mining Laser","Lance Beam Mining Laser","","","","","",""
"blueprint.horizons.name.large_calibre_munitions","Large Calibre Munitions","Large Calibre Munitions","","","","","",""
"blueprint.horizons.name.life_support","Life Support","Life Support","","","","","",""
"blueprint.horizons.name.life_support_synthesis","Life Support Synthesis","Life Support Synthesis","","","","","",""
"blueprint.horizons.name.lightweight_alloy_armour","Lightweight Alloy Armour","Lightweight Alloy Armour","","","","","",""
"blueprint.horizons.name.lightweight_alloy_armour","Lightweight Alloy","Lightweight Alloy","","","","","",""
"blueprint.horizons.name.limpets","Limpets","Limpets","","","","","",""
"blueprint.horizons.name.luxury_class_passenger_cabin","Luxury Class Passenger Cabin","","","","","","",""
"blueprint.horizons.name.luxury_class_passenger_cabin.short","(LUX)","","","","","","",""
"blueprint.horizons.name.manifest_scanner","Manifest Scanner","Manifest Scanner","","","","","",""
"blueprint.horizons.name.meta_alloy_hull_reinforcement_package","Meta Alloy Hull Reinforcement Package","Meta Alloy Hull Reinforcement Package","","","","","",""
"blueprint.horizons.name.military_grade_composite_armour","Military Grade Composite Armour","Military Grade Composite Armour","","","","","",""
"blueprint.horizons.name.mine_launcher","Mine Launcher","Mine Launcher","","","","","",""
"blueprint.horizons.name.mining_laser","Mining Laser","","","","","","",""
"blueprint.horizons.name.mining_laser_pre","Mining Laser","Mining Laser","","","","","",""
"blueprint.horizons.name.mining_laser_pre_arx","Mining Laser","Mining Laser","","","","","",""
"blueprint.horizons.name.mining_multi_limpet_controller","Mining Multi Limpet Controller","Mining Multi Limpet Controller","","","","","",""
"blueprint.horizons.name.mining_multi_limpet_controller.short","Mining","","","","","","",""
"blueprint.horizons.name.mirrored_surface_composite_armour","Mirrored Surface Composite Armour","Mirrored Surface Composite Armour","","","","","",""
"blueprint.horizons.name.missile_rack","Missile Rack","Missile Rack","","","","","",""
"blueprint.horizons.name.module_reinforcement_package","Module Reinforcement Package","Module Reinforcement Package","","","","","",""
"blueprint.horizons.name.multi_cannon","Multi Cannon","Multi Cannon","","","","","",""
"blueprint.horizons.name.multi_cannon_pre","Multi Cannon","Multi Cannon","","","","","",""
"blueprint.horizons.name.multi_limpet_controller","Multi Limpet Controller","Multi Limpet Controller","","","","","",""
"blueprint.horizons.name.none","None","None","","","","","",""
"blueprint.horizons.name.operations_limpet_controller","Operations Limpet Controller","Operations Limpet Controller","","","","","",""
"blueprint.horizons.name.operations_limpet_controller.short","Operations","","","","","","",""
"blueprint.horizons.name.pacifier_fragment_cannon","Pacifier Fragment Cannon","Pacifier Fragment Cannon","","","","","",""
"blueprint.horizons.name.pack_hound_missile_rack","Pack Hound Missile Rack","Pack Hound Missile Rack","","","","","",""
"blueprint.horizons.name.pack_hound_missile_rack.short","Pack Hound","Pack Hound","","","","","",""
"blueprint.horizons.name.passenger_cabin","Passenger Cabin","Passenger Cabin","","","","","",""
"blueprint.horizons.name.planetary_vehicle_hangar","Planetary Vehicle Hangar","Planetary Vehicle Hangar","","","","","",""
"blueprint.horizons.name.plasma_accelerator","Plasma Accelerator","Plasma Accelerator","","","","","",""
"blueprint.horizons.name.plasma_munitions","Plasma Munitions","Plasma Munitions","","","","","",""
"blueprint.horizons.name.point_defence","Point Defence","Point Defence","","","","","",""
"blueprint.horizons.name.point_defence_pre","Point Defence","Point Defence","","","","","",""
"blueprint.horizons.name.power_distributor","Power Distributor","Power Distributor","","","","","",""
"blueprint.horizons.name.power_plant","Power Plant","Power Plant","","","","","",""
"blueprint.horizons.name.power_plant_armoured_overcharged","Power Plant","","","","","","",""
"blueprint.horizons.name.power_plant_armoured_overcharged.short","Armoured + Overcharged","","","","","","",""
"blueprint.horizons.name.power_plant_overcharged_overcharged","Power Plant","","","","","","",""
"blueprint.horizons.name.power_plant_overcharged_overcharged.short","Extra Overcharged","","","","","","",""
"blueprint.horizons.name.prismatic_shield_generator","Prismatic Shield Generator","","","","","","",""
"blueprint.horizons.name.prospector_limpet_controller","Prospector Limpet Controller","Prospector Limpet Controller","","","","","",""
"blueprint.horizons.name.pulse_disruptor_laser","Pulse Disruptor Laser","","","","","","",""
"blueprint.horizons.name.pulse_laser","Pulse Laser","Pulse Laser","","","","","",""
"blueprint.horizons.name.pulse_wave_analyser","Pulse Wave Analyser","Pulse Wave Analyser","","","","","",""
"blueprint.horizons.name.pulse_wave_xeno_scanner","Pulse Wave Xeno Scanner","Pulse Wave Xeno Scanner","","","","","",""
"blueprint.horizons.name.rail_gun","Rail Gun","Rail Gun","","","","","",""
"blueprint.horizons.name.rail_gun_pre","Rail Gun","Rail Gun","","","","","",""
"blueprint.horizons.name.reactive_surface_composite_armour","Reactive Surface Composite Armour","Reactive Surface Composite Armour","","","","","",""
"blueprint.horizons.name.recon_limpet_controller","Recon Limpet Controller","Recon Limpet Controller","","","","","",""
"blueprint.horizons.name.refinery","Refinery","Refinery","","","","","",""
"blueprint.horizons.name.reinforced_alloy_armour","Reinforced Alloy Armour","Reinforced Alloy Armour","","","","","",""
"blueprint.horizons.name.remote_release_flak_launcher","Remote Release Flak Launcher","Remote Release Flak Launcher","","","","","",""
"blueprint.horizons.name.remote_release_flechette_launcher","Remote Release Flechette Launcher","Remote Release Flechette Launcher","","","","","",""
"blueprint.horizons.name.repair_limpet_controller","Repair Limpet Controller","Repair Limpet Controller","","","","","",""
"blueprint.horizons.name.rescue_limpet_controller","Rescue Limpet Controller","Rescue Limpet Controller","","","","","",""
"blueprint.horizons.name.rescue_limpet_controller.short","Rescue","","","","","","",""
"blueprint.horizons.name.research_limpet_controller","Research Limpet Controller","Research Limpet Controller","","","","","",""
"blueprint.horizons.name.retributor_beam_laser","Retributor Beam Laser","Retributor Beam Laser","","","","","",""
"blueprint.horizons.name.rocket_propelled_fsd_disrupter_missile_rack","Rocket Propelled Containment Missile","Rocket Propelled Containment Missile","","","","","",""
"blueprint.horizons.name.rocket_propelled_fsd_disrupter_missile_rack.short","Containment Missile","Containment Missile","","","","","",""
"blueprint.horizons.name.seeker_missile_rack","Seeker Missile Rack","Seeker Missile Rack","","","","","",""
"blueprint.horizons.name.seeker_missile_rack_pre","Seeker Missile Rack","Seeker Missile Rack","","","","","",""
"blueprint.horizons.name.seismic_charge_launcher","Seismic Charge Launcher","Seismic Charge Launcher","","","","","",""
"blueprint.horizons.name.seismic_charge_munitions","Seismic Charge Munitions","Seismic Charge Munitions","","","","","",""
"blueprint.horizons.name.sensors","Sensors","Sensors","","","","","",""
"blueprint.horizons.name.shield_booster","Shield Booster","Shield Booster","","","","","",""
"blueprint.horizons.name.shield_cell_bank","Shield Cell Bank","Shield Cell Bank","","","","","",""
"blueprint.horizons.name.shield_generator","Shield Generator","Shield Generator","","","","","",""
"blueprint.horizons.name.shield_generator_pre","Shield Generator","Shield Generator","","","","","",""
"blueprint.horizons.name.shock_cannon","Shock Cannon","Shock Cannon","","","","","",""
"blueprint.horizons.name.shock_cannon_munitions","Shock Cannon Munitions","Shock Cannon Munitions","","","","","",""
"blueprint.horizons.name.shock_mine_launcher","Shock Mine Launcher","Shock Mine Launcher","","","","","",""
"blueprint.horizons.name.shock_mine_launcher.short","Shock","Shock","","","","","",""
"blueprint.horizons.name.shutdown_field_neutraliser","Shutdown Field Neutraliser","Shutdown Field Neutraliser","","","","","",""
"blueprint.horizons.name.small_calibre_munitions","Small Calibre Munitions","Small Calibre Munitions","","","","","",""
"blueprint.horizons.name.srv_ammo_restock","SRV Ammo Restock","SRV Ammo Restock","","","","","",""
"blueprint.horizons.name.srv_refuel","SRV Refuel","SRV Refuel","","","","","",""
"blueprint.horizons.name.srv_repair","SRV Repair","SRV Repair","","","","","",""
"blueprint.horizons.name.standard_docking_computer","Standard Docking Computer","Standard Docking Computer","","","","","",""
"blueprint.horizons.name.sub_surface_displacement_missile","Sub Surface Displacement Missile","Sub Surface Displacement Missile","","","","","",""
"blueprint.horizons.name.sub_surface_displacement_munitions","Sub-surface Displacement Munitions","Sub Surface Displacement Munitions","","","","","",""
"blueprint.horizons.name.sub_surface_extraction_missile","Sub Surface Extraction Missile","Sub Surface Extraction Missile","","","","","",""
"blueprint.horizons.name.supercruise_assist","Supercruise Assist","Supercruise Assist","","","","","",""
"blueprint.horizons.name.thargoid_pulse_neutraliser","Thargoid Pulse Neutraliser","Thargoid Pulse Neutraliser","","","","","",""
"blueprint.horizons.name.thrusters","Thrusters","Thrusters","","","","","",""
"blueprint.horizons.name.torpedo_pylon","Torpedo Pylon","Torpedo Pylon","","","","","",""
"blueprint.horizons.name.universal_multi_limpet_controller","Universal Multi Limpet Controller","Universal Multi Limpet Controller","","","","","",""
"blueprint.horizons.name.universal_multi_limpet_controller.short","Universal","Universal","","","","","",""
"blueprint.horizons.name.xeno_limpet_controller","Xeno Limpet Controller","Xeno Limpet Controller","","","","","",""
"blueprint.horizons.name.xeno_limpet_controller.short","Xeno","Xeno","","","","","",""
"blueprint.horizons.name.xeno_scanner","Xeno Scanner","Xeno Scanner","","","","","",""
"blueprint.horizons.name.cargo_hatch","Cargo Hatch","Cargo Hatch","","","","","",""
"blueprint.horizons.name.guardian_nanite_munitions","Guardian Nanite Munitions","Guardian Nanite Munitions","","","","","",""
"blueprint.horizons.name.basic_discovery_scanner","Basic Discovery Scanner","Basic Discovery Scanner","","","","","",""
"blueprint.horizons.name.intermediate_discovery_scanner","Intermediate Discovery Scanner","Intermediate Discovery Scanner","","","","","",""
"blueprint.horizons.name.advanced_discovery_scanner","Advanced Discovery Scanner","Advanced Discovery Scanner","","","","","",""
"blueprint.horizons.name.guardian_shard_cannon_pre_god","Godshard Guardian Shard Cannon","Godshard Guardian Shard Cannon","","","","","",""
"blueprint.horizons.name.guardian_shard_cannon_pre_god_clarifier","God","God","","","","","",""
"blueprint.horizons.name.frame_shift_drive_booster","Guardian Frame Shift Drive Booster","","","","","","",""
"blueprint.horizons.name.concord_cannon","Concord Cannon","","","","","","",""
"blueprint.horizons.name.hatch_breaker_limpet_control","Limpet Control","Limpet Control","","","","","",""
