"messageKey","","en","de","es","fr","pt","ru","zh"
"blueprint.horizons.type.description.guardian_plasma_charger_turreted_large","Turreted plasma weapon, based on researched Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Plasma Charger is a plasma-based weapon that utilizes Guardian technology.","Turreted plasma weapon, based on researched Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Plasma Charger is a plasma-based weapon that utilizes Guardian technology.","","","","","",""
"blueprint.horizons.type.description.guardian_plasma_charger_turreted_medium","Turreted plasma weapon, based on researched Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Plasma Charger is a plasma-based weapon that utilizes Guardian technology.","Turreted plasma weapon, based on researched Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Plasma Charger is a plasma-based weapon that utilizes Guardian technology.","","","","","",""
"blueprint.horizons.type.description.guardian_plasma_charger_turreted_small","Turreted plasma weapon, based on researched Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Plasma Charger is a plasma-based weapon that utilizes Guardian technology.","Turreted plasma weapon, based on researched Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Plasma Charger is a plasma-based weapon that utilizes Guardian technology.","","","","","",""
"blueprint.horizons.type.description.guardian_power_distributor","Distribution system for ENG, SYS and WEP capacitors. Enhanced with Guardian technology to speed up capacitor recharge rates, at the cost of smaller capacitors and increased heat generation. Also boosts overall power output of any power plant it is hooked into.","Distribution system for ENG, SYS and WEP capacitors. Enhanced with Guardian technology to speed up capacitor recharge rates, at the cost of smaller capacitors and increased heat generation. Also boosts overall power output of any power plant it is hooked into.","","","","","",""
"blueprint.horizons.type.description.guardian_shard_cannon_fixed_large","Fixed-mount short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","Fixed-mount short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","","","","","",""
"blueprint.horizons.type.description.guardian_shard_cannon_fixed_medium","Fixed-mount short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","Fixed-mount short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","","","","","",""
"blueprint.horizons.type.description.guardian_shard_cannon_fixed_small","Fixed-mount short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","Fixed-mount short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","","","","","",""
"blueprint.horizons.type.description.guardian_shard_cannon_turreted_large","Turreted short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","Turreted short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","","","","","",""
"blueprint.horizons.type.description.guardian_shard_cannon_turreted_medium","Turreted short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","Turreted short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","","","","","",""
"blueprint.horizons.type.description.guardian_shard_cannon_turreted_small","Turreted short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","Turreted short-range weapon based on Guardian technology. There is a limit of 4 experimental modules per vessel. The Guardian Shard Cannon is a weapon that utilizes Guardian technology. It functions similarly to a Fragment Cannon.","","","","","",""
"blueprint.horizons.type.description.guardian_shield_reinforcement","The Guardian Shield Reinforcement Package is a module derived from Guardian technology. When powered, it increases a ship’s Shield Generator strength by a flat value of mega-joules.","The Guardian Shield Reinforcement Package is a module derived from Guardian technology. When powered, it increases a ship’s Shield Generator strength by a flat value of mega-joules.","","","","","",""
"blueprint.horizons.type.description.heavy_duty","Mass is increased by this modification to improve shield boosting and module integrity.","Mass is increased by this modification to improve shield boosting and module integrity.","","","","","",""
"blueprint.horizons.type.description.heavy_duty_hull_reinforcement","With this blueprint mass is increased, but with the benefit of better integrity reinforcement.","With this blueprint mass is increased, but with the benefit of better integrity reinforcement.","","","","","",""
"blueprint.horizons.type.description.hi_cap","Additional capacitors and projection nodes increase maximum shield strength, at the cost of increased power draw and SYS drain.","Additional capacitors and projection nodes increase maximum shield strength, at the cost of increased power draw and SYS drain.","","","","","",""
"blueprint.horizons.type.description.high_capacity_magazine","Increased mass and power draw are traded for increased ammo capacity and a faster fire rate with this weapon blueprint.","Increased mass and power draw are traded for increased ammo capacity and a faster fire rate with this weapon blueprint.","","","","","",""
"blueprint.horizons.type.description.high_charge_capacity","Module integrity is increased, charge rate is lost for increased overall power capacity with this enhancement.","Module integrity is increased, charge rate is lost for increased overall power capacity with this enhancement.","","","","","",""
"blueprint.horizons.type.description.high_yield_shell","Modified munitions that convert a portion of damage to explosive, capable of hitting multiple internal modules if the attack breaches the hull, at the cost of a reduced fire rate.","Modified munitions that convert a portion of damage to explosive, capable of hitting multiple internal modules if the attack breaches the hull, at the cost of a reduced fire rate.","","","","","",""
"blueprint.horizons.type.description.incendiary_rounds","Modified ammo system capable of delivering superheated rounds, increasing damage and converting a large portion to thermal.","Modified ammo system capable of delivering superheated rounds, increasing damage and converting a large portion to thermal.","","","","","",""
"blueprint.horizons.type.description.increased_fsd_range","Longer range jumps are allowed with this modification, but at the cost of module integrity, power draw and higher mass.","Longer range jumps are allowed with this modification, but at the cost of module integrity, power draw and higher mass.","","","","","",""
"blueprint.horizons.type.description.inertial_impact","Experimental upgrade that increases damage and converts half of it to kinetic, at the cost of introducing aiming jitter.","Experimental upgrade that increases damage and converts half of it to kinetic, at the cost of introducing aiming jitter.","","","","","",""
"blueprint.horizons.type.description.ion_disruptor","Experimental munitions capable of disrupting a target’s drives, causing them to reboot.","Experimental munitions capable of disrupting a target’s drives, causing them to reboot.","","","","","",""
"blueprint.horizons.type.description.javelin_fighter","The Javelin (XG8) is the latest fighter to emerge from an innovative engineering project combining human and Guardian technology. Like its predecessor the Trident (XG7), the Javelin is fast and responsive, but also relatively fragile due to its light hull. This model is equipped with an integrated shard weapon.","The Javelin (XG8) is the latest fighter to emerge from an innovative engineering project combining human and Guardian technology. Like its predecessor the Trident (XG7), the Javelin is fast and responsive, but also relatively fragile due to its light hull. This model is equipped with an integrated shard weapon.","","","","","",""
"blueprint.horizons.type.description.kinetic_resistant","This enhancement sacrifices thermal and explosive resistance for better kinetic resistance.","This enhancement sacrifices thermal and explosive resistance for better kinetic resistance.","","","","","",""
"blueprint.horizons.type.description.kinetic_resistant_hull_reinforcement","This modification reduces thermal and explosive resistance to add better kinetic resistance and a small integrity increase.","This modification reduces thermal and explosive resistance to add better kinetic resistance and a small integrity increase.","","","","","",""
"blueprint.horizons.type.description.kinetic_resistant_shields","Thermal resistance is traded for increased kinetic resistance and increased module integrity with this blueprint.","Thermal resistance is traded for increased kinetic resistance and increased module integrity with this blueprint.","","","","","",""
"blueprint.horizons.type.description.lance_fighter","The Lance (XG9) is a direct successor to the Javelin (XG8), and like its predecessor it represents a fusion of human and Guardian technology. The fighter is both agile and fast, but it has a relatively light hull, so once its shields are down it is comparatively vulnerable. This model is equipped with an integrated gauss weapon.","The Lance (XG9) is a direct successor to the Javelin (XG8), and like its predecessor it represents a fusion of human and Guardian technology. The fighter is both agile and fast, but it has a relatively light hull, so once its shields are down it is comparatively vulnerable. This model is equipped with an integrated gauss weapon.","","","","","",""
"blueprint.horizons.type.description.layered_plating","Layers of advanced inert lining material within the ship’s plating absorb and redistribute the force from explosive attacks, reducing damage of this type at the cost of overall structural integrity.","Layers of advanced inert lining material within the ship’s plating absorb and redistribute the force from explosive attacks, reducing damage of this type at the cost of overall structural integrity.","","","","","",""
"blueprint.horizons.type.description.light_weight_scanner","Reduces the module’s mass, but at the expense of reduced integrity.","Reduces the module’s mass, but at the expense of reduced integrity.","","","","","",""
"blueprint.horizons.type.description.lightweight","Module integrity is decreased with this weapon modification, in exchange for significantly decreased mass and improved power efficiency.","Module integrity is decreased with this weapon modification, in exchange for significantly decreased mass and improved power efficiency.","","","","","",""
"blueprint.horizons.type.description.lightweight_hull_reinforcement","With this enhancement the module’s mass is reduced and also receives a global integrity boost, but at the cost of integrity reinforcement.","With this enhancement the module’s mass is reduced and also receives a global integrity boost, but at the cost of integrity reinforcement.","","","","","",""
"blueprint.horizons.type.description.lightweight_mount","Reduces the module’s mass, but at the expense of reduced integrity.","Reduces the module’s mass, but at the expense of reduced integrity.","","","","","",""
"blueprint.horizons.type.description.lo_draw","Lightweight component swaps and smaller charging units reduce power draw and SYS drain, at the cost of overall shield effectiveness.","Lightweight component swaps and smaller charging units reduce power draw and SYS drain, at the cost of overall shield effectiveness.","","","","","",""
"blueprint.horizons.type.description.long_range_fsd_interdictor","To increase the range, this blueprint gains mass and power draw, and also requires a more accurate aim.","To increase the range, this blueprint gains mass and power draw, and also requires a more accurate aim.","","","","","",""
"blueprint.horizons.type.description.long_range_scanner","Improves the range of the scanner by increasing the power draw and narrowing the scanning angle.","Improves the range of the scanner by increasing the power draw and narrowing the scanning angle.","","","","","",""
"blueprint.horizons.type.description.long_range_weapon","Mass and power draw are increased with this weapon blueprint to increase range and prevent damage falloff over distance.","Mass and power draw are increased with this weapon blueprint to increase range and prevent damage falloff over distance.","","","","","",""
"blueprint.horizons.type.description.low_emissions","Power generation is lost and mass increased to improve thermal handling.","Power generation is lost and mass increased to improve thermal handling.","","","","","",""
"blueprint.horizons.type.description.mass_lock_munition","Experimental warheads incorporating frame shift technology. Successful detonation significantly inhibits charging for supercruise.","Experimental warheads incorporating frame shift technology. Successful detonation significantly inhibits charging for supercruise.","","","","","",""
"blueprint.horizons.type.description.mass_manager","Complex software upgrade and internal sensor suite able to optimise frame shift operation by analysing and accounting for ship loadout. Increases optimised mass at the cost of module health.","Complex software upgrade and internal sensor suite able to optimise frame shift operation by analysing and accounting for ship loadout. Increases optimised mass at the cost of module health.","","","","","",""
"blueprint.horizons.type.description.meta_alloy_hull_reinforcement","Increases the ship’s hull integrity and resistance to caustic damage. It provides a measure of resistance against caustic damage inflicted by Thargoid weapons or the Enzyme Missile Rack, but this resistance only applies to a ship’s hull, not modules. Unlike a standard Hull Reinforcement Package, no resistances to Kinetic, Thermal, or Explosive damage are included.","Increases the ship’s hull integrity and resistance to caustic damage. It provides a measure of resistance against caustic damage inflicted by Thargoid weapons or the Enzyme Missile Rack, but this resistance only applies to a ship’s hull, not modules. Unlike a standard Hull Reinforcement Package, no resistances to Kinetic, Thermal, or Explosive damage are included.","","","","","",""
"blueprint.horizons.type.description.modified_gauss_cannon_fixed_medium","Pre-Engineered Guardian Gauss Cannons with High Capacity and a special Burst Fire modification can be purchased from the Guardian Technology Broker at Prospect’s Deep in Mbooni. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Gauss Cannon immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.","Pre-Engineered Guardian Gauss Cannons with High Capacity and a special Burst Fire modification can be purchased from the Guardian Technology Broker at Prospect’s Deep in Mbooni. Unlike unlocking most other Technology Broker items, which makes them permanently available for purchase with credits at station outfitting services, unlocking a Modified Gauss Cannon immediately places one module in local storage at no additional cost. The module must also be unlocked repeatedly in order to obtain multiple copies. Note that although the included modifications can be removed, Engineers cannot re-apply them or apply any other modifications to these modules.","","","","","",""
