"messageKey","","en","de","es","fr","pt","ru","zh"
"blueprint.horizons.type.kinetic_resistant_shields","Kinetic Resistant Shields","Kinetic Resistant Shields","","","","","",""
"blueprint.horizons.type.lance_fighter","XG9 Lance Fighter","XG9 Lance Fighter","","","","","",""
"blueprint.horizons.type.layered_plating","Layered Plating","Layered Plating","","","","","",""
"blueprint.horizons.type.light_weight_scanner","Light Weight Scanner","Light Weight Scanner","","","","","",""
"blueprint.horizons.type.lightweight","Lightweight","Lightweight","","","","","",""
"blueprint.horizons.type.lightweight_hull_reinforcement","Lightweight Hull Reinforcement","Lightweight Hull Reinforcement","","","","","",""
"blueprint.horizons.type.lightweight_mount","Lightweight Mount","Lightweight Mount","","","","","",""
"blueprint.horizons.type.lo_draw","Lo Draw","Lo Draw","","","","","",""
"blueprint.horizons.type.long_range_fsd_interdictor","Long Range FSD Interdictor","Long Range FSD Interdictor","","","","","",""
"blueprint.horizons.type.long_range_scanner","Long Range Scanner","Long Range Scanner","","","","","",""
"blueprint.horizons.type.long_range_weapon","Long Range Weapon","Long Range Weapon","","","","","",""
"blueprint.horizons.type.low_emissions","Low Emissions","Low Emissions","","","","","",""
"blueprint.horizons.type.mass_lock_munition","Mass Lock Munition","Mass Lock Munition","","","","","",""
"blueprint.horizons.type.mass_manager","Mass Manager","Mass Manager","","","","","",""
"blueprint.horizons.type.meta_alloy_hull_reinforcement","Meta Alloy Hull Reinforcement","Meta Alloy Hull Reinforcement","","","","","",""
"blueprint.horizons.type.modified_gauss_cannon_fixed_medium","Modified Gauss Cannon Fixed Medium","Modified Gauss Cannon Fixed Medium","","","","","",""
"blueprint.horizons.type.modified_gauss_cannon_fixed_small","Modified Gauss Cannon Fixed Small","Modified Gauss Cannon Fixed Small","","","","","",""
"blueprint.horizons.type.modified_mining_laser_fixed_small","Modified Mining Laser Fixed Small","Modified Mining Laser Fixed Small","","","","","",""
"blueprint.horizons.type.modified_shard_cannon_fixed_medium","Modified Shard Cannon Fixed Medium","Modified Shard Cannon Fixed Medium","","","","","",""
"blueprint.horizons.type.modified_shard_cannon_fixed_small","Modified Shard Cannon Fixed Small","Modified Shard Cannon Fixed Small","","","","","",""
"blueprint.horizons.type.monstered","Monstered","Monstered","","","","","",""
"blueprint.horizons.type.multi_servos","Multi Servos","Multi Servos","","","","","",""
"blueprint.horizons.type.multi_weave","Multi Weave","Multi Weave","","","","","",""
"blueprint.horizons.type.overcharged","Overcharged","Overcharged","","","","","",""
"blueprint.horizons.type.overcharged_weapon","Overcharged Weapon","Overcharged Weapon","","","","","",""
"blueprint.horizons.type.overload_munitions","Overload Munitions","Overload Munitions","","","","","",""
"blueprint.horizons.type.oversized","Oversized","Oversized","","","","","",""
"blueprint.horizons.type.penetrator_munitions","Penetrator Munitions (Dumbfire Only)","Penetrator Munitions (Dumbfire Only)","","","","","",""
"blueprint.horizons.type.penetrator_payload","Penetrator Payload","Penetrator Payload","","","","","",""
"blueprint.horizons.type.phasing_sequence","Phasing Sequence","Phasing Sequence","","","","","",""
"blueprint.horizons.type.plasma_slug","Plasma Slug","Plasma Slug","","","","","",""
"blueprint.horizons.type.radiant_canister","Radiant Canister","Radiant Canister","","","","","",""
"blueprint.horizons.type.rapid_charge","Rapid Charge","Rapid Charge","","","","","",""
"blueprint.horizons.type.rapid_fire_modification","Rapid Fire Modification","Rapid Fire Modification","","","","","",""
"blueprint.horizons.type.recycling_cells","Recycling Cells","Recycling Cells","","","","","",""
"blueprint.horizons.type.reflective_plating","Reflective Plating","Reflective Plating","","","","","",""
"blueprint.horizons.type.regeneration_sequence","Regeneration Sequence","Regeneration Sequence","","","","","",""
"blueprint.horizons.type.reinforced","Reinforced","Reinforced","","","","","",""
"blueprint.horizons.type.reinforced_shields","Reinforced Shields","Reinforced Shields","","","","","",""
"blueprint.horizons.type.remote_release_flechette_launcher_fixed","Remote Release Flechette Launcher Fixed","Remote Release Flechette Launcher Fixed","","","","","",""
"blueprint.horizons.type.remote_release_flechette_launcher_turreted","Remote Release Flechette Launcher Turreted","Remote Release Flechette Launcher Turreted","","","","","",""
"blueprint.horizons.type.resistance_augmented","Resistance Augmented","Resistance Augmented","","","","","",""
"blueprint.horizons.type.reverberating_cascade","Reverberating Cascade","Reverberating Cascade","","","","","",""
"blueprint.horizons.type.scramble_spectrum","Scramble Spectrum","Scramble Spectrum","","","","","",""
"blueprint.horizons.type.screening_shell","Screening Shell","Screening Shell","","","","","",""
"blueprint.horizons.type.shielded","Shielded","Shielded","","","","","",""
"blueprint.horizons.type.shielded_fsd","Shielded FSD","Shielded FSD","","","","","",""
"blueprint.horizons.type.shift_lock_canister","Shift Lock Canister","Shift Lock Canister","","","","","",""
"blueprint.horizons.type.shock_cannon_fixed_large","Shock Cannon Fixed Large","Shock Cannon Fixed Large","","","","","",""
"blueprint.horizons.type.shock_cannon_fixed_medium","Shock Cannon Fixed Medium","Shock Cannon Fixed Medium","","","","","",""
"blueprint.horizons.type.shock_cannon_fixed_small","Shock Cannon Fixed Small","Shock Cannon Fixed Small","","","","","",""
"blueprint.horizons.type.shock_cannon_gimballed_large","Shock Cannon Gimballed Large","Shock Cannon Gimballed Large","","","","","",""
"blueprint.horizons.type.shock_cannon_gimballed_medium","Shock Cannon Gimballed Medium","Shock Cannon Gimballed Medium","","","","","",""
"blueprint.horizons.type.shock_cannon_gimballed_small","Shock Cannon Gimballed Small","Shock Cannon Gimballed Small","","","","","",""
"blueprint.horizons.type.shock_cannon_turreted_large","Shock Cannon Turreted Large","Shock Cannon Turreted Large","","","","","",""
"blueprint.horizons.type.shock_cannon_turreted_medium","Shock Cannon Turreted Medium","Shock Cannon Turreted Medium","","","","","",""
"blueprint.horizons.type.shock_cannon_turreted_small","Shock Cannon Turreted Small","Shock Cannon Turreted Small","","","","","",""
"blueprint.horizons.type.short_range_blaster","Short Range Blaster","Short Range Blaster","","","","","",""
"blueprint.horizons.type.smart_rounds","Smart Rounds","Smart Rounds","","","","","",""
"blueprint.horizons.type.specialised","Specialised","Specialised","","","","","",""
"blueprint.horizons.type.stripped_down","Stripped Down","Stripped Down","","","","","",""
"blueprint.horizons.type.sturdy_mount","Sturdy Mount","Sturdy Mount","","","","","",""
"blueprint.horizons.type.super_capacitor","Super Capacitor","Super Capacitor","","","","","",""
"blueprint.horizons.type.super_conduits","Super Conduits","Super Conduits","","","","","",""
"blueprint.horizons.type.super_penetrator","Super Penetrator","Super Penetrator","","","","","",""
"blueprint.horizons.type.synthesis","Synthesis","Synthesis","","","","","",""
"blueprint.horizons.type.system_focused","System Focused","System Focused","","","","","",""
"blueprint.horizons.type.target_lock_breaker","Target Lock Breaker","Target Lock Breaker","","","","","",""
"blueprint.horizons.type.thermal_cascade","Thermal Cascade","Thermal Cascade","","","","","",""
"blueprint.horizons.type.thermal_conduit","Thermal Conduit","Thermal Conduit","","","","","",""
"blueprint.horizons.type.thermal_resistant","Thermal Resistant","Thermal Resistant","","","","","",""
"blueprint.horizons.type.thermal_resistant_hull_reinforcement","Thermal Resistant Hull Reinforcement","Thermal Resistant Hull Reinforcement","","","","","",""
"blueprint.horizons.type.thermal_resistant_shields","Thermal Resistant Shields","Thermal Resistant Shields","","","","","",""
"blueprint.horizons.type.thermal_shock","Thermal Shock","Thermal Shock","","","","","",""
"blueprint.horizons.type.thermal_spread","Thermal Spread","Thermal Spread","","","","","",""
"blueprint.horizons.type.thermal_vent","Thermal Vent","Thermal Vent","","","","","",""
"blueprint.horizons.type.thermo_block","Thermo Block","Thermo Block","","","","","",""
"blueprint.horizons.type.trident_fighter","XG7 Trident Fighter","XG7 Trident Fighter","","","","","",""
"blueprint.horizons.type.weapon_focused","Weapon Focused","Weapon Focused","","","","","",""
"blueprint.horizons.type.wide_angle_scanner","Wide Angle Scanner","Wide Angle Scanner","","","","","",""
"blueprint.horizons.type.modified_plasma_charger_fixed_medium","Modified Plasma Charger Fixed Medium","Modified Plasma Charger Fixed Medium","","","","","",""
"blueprint.horizons.type.modified_plasma_charger_fixed_small","Modified Plasma Charger Fixed Small","Modified Plasma Charger Fixed Small","","","","","",""
"blueprint.horizons.type.sirius_heat_sink_launcher","Sirius Heat Sink Launcher","Sirius Heat Sink Launcher","","","","","",""
"blueprint.horizons.type.e2_sirius_corporation_ax_missile_rack","E2 Sirius Corporation AX Missile Rack","","","","","","",""
"blueprint.horizons.type.c3_sirius_corporation_ax_missile_rack","C3 Sirius Corporation AX Missile Rack","","","","","","",""
"blueprint.horizons.type.caustic_sink_launcher","Caustic Sink Launcher","Caustic Sink Launcher","","","","","",""
"blueprint.horizons.type.thargoid_pulse_neutraliser","TG Pulse Neutraliser","TG Pulse Neutraliser","","","","","",""
"blueprint.horizons.type.e2_azimuth_enhanced_ax_multicannon","E2 Azimuth Enhanced AX Multi-cannon","E2 Azimuth Enhanced AX Multi-cannon","","","","","",""
"blueprint.horizons.type.c3_azimuth_enhanced_ax_multicannon","C3 Azimuth Enhanced AX Multi-cannon","C3 Azimuth Enhanced AX Multi-cannon","","","","","",""
"blueprint.horizons.type.expanded_probe_scanning_radius_x2","Expanded Probe Scanning Radius x2","Expanded Probe Scanning Radius x2","","","","","",""
"blueprint.horizons.type.ammo_capacity_x2","Ammo Capacity X 2","Ammo Capacity X 2","","","","","",""
"blueprint.horizons.type.armoured_overcharged","Armoured, Overcharged","Armoured, Overcharged","","","","","",""
"blueprint.horizons.type.decorative_green","Decorative Green","Decorative Green","","","","","",""
"blueprint.horizons.type.decorative_red","Decorative Red","Decorative Red","","","","","",""
"blueprint.horizons.type.decorative_yellow","Decorative Yellow","Decorative Yellow","","","","","",""
"blueprint.horizons.type.fast_scanner_long_range_scanner","Fast Scanner, Long Range Scanner","Fast Scanner, Long Range Scanner","","","","","",""
"blueprint.horizons.type.high_capacity_magazine_increased_damage","High Capacity, Increased Damage","High Capacity, Increased Damage","","","","","",""
"blueprint.horizons.type.high_capacity_magazine_rapid_fire_modification","High Capacity, Rapid Fire","High Capacity, Rapid Fire","","","","","",""
"blueprint.horizons.type.high_capacity_magazine_thermal_cascade","High Capacity, Thermal Cascade","High Capacity, Thermal Cascade","","","","","",""
"blueprint.horizons.type.increased_fsd_range_faster_fsd_boot_sequence","Increased Range, Faster Boot","Increased Range, Faster Boot","","","","","",""
"blueprint.horizons.type.lightweight_focused","Lightweight, Focused","Lightweight, Focused","","","","","",""
"blueprint.horizons.type.long_range_weapon_focused_weapon_penetrator_munitions","Long Range, Focused, Penetrator Munitions","Long Range, Focused, Penetrator Munitions","","","","","",""
"blueprint.horizons.type.long_range_weapon_high_capacity_magazine_feedback_cascade","Long Range, High Capacity, Feedback Cascade","Long Range, High Capacity, Feedback Cascade","","","","","",""
"blueprint.horizons.type.long_range_weapon_incendiary_rounds","Long Range, Incendiary Rounds","Long Range, Incendiary Rounds","","","","","",""
"blueprint.horizons.type.long_range_weapon_incendiary_rounds_arx","Long Range, Incendiary Rounds","Long Range, Incendiary Rounds","","","","","",""
"blueprint.horizons.type.overcharged_overcharged","Extra Overcharged","Extra Overcharged","","","","","",""
"blueprint.horizons.type.overcharged_weapon_auto_loader","Overcharged, Auto Loader","Overcharged, Auto Loader","","","","","",""
"blueprint.horizons.type.overcharged_weapon_focused_weapon","Overcharged Weapon, Focused Weapon","Overcharged Weapon, Focused Weapon","","","","","",""
"blueprint.horizons.type.rapid_fire_modification_phasing_sequence","Rapid Fire, Phasing Sequence","Rapid Fire, Phasing Sequence","","","","","",""
"blueprint.horizons.type.thermal_resistant_shields_kinetic_resistant_shields","Thermal Resistant, Kinetic Resistant","Thermal Resistant, Kinetic Resistant","","","","","",""
"blueprint.horizons.type.none","None","None","","","","","",""
"blueprint.horizons.type.anti_guardian_zone_resistance","Anti-Guardian Zone Resistance","","","","","","",""
"blueprint.horizons.type.long_range_weapon_focused_weapon_penetrator_munitions_god","Long Range, Focused, Penetrator Munitions","","","","","","",""
"blueprint.horizons.type.engineered_fsd_sco_a2_v1","Engineered FSD SCO 2A V1","","","","","","",""
"blueprint.horizons.type.engineered_fsd_sco_a3_v1","Engineered FSD SCO 3A V1","","","","","","",""
"blueprint.horizons.type.engineered_fsd_sco_a4_v1","Engineered FSD SCO 4A V1","","","","","","",""
"blueprint.horizons.type.engineered_fsd_sco_a5_v1","Engineered FSD SCO 5A V1","","","","","","",""
"blueprint.horizons.type.engineered_fsd_sco_a6_v1","Engineered FSD SCO 6A V1","","","","","","",""
"blueprint.horizons.type.engineered_fsd_sco_a7_v1","Engineered FSD SCO 7A V1","","","","","","",""
